,Date,Open_BOM500002,Open_BOM500003,Open_BOM500008,Open_BOM500009,Open_BOM500010,Open_BOM500012,Open_BOM500013,Open_BOM500014,Open_BOM500020,Open_BOM500023,High_BOM500002,High_BOM500003,High_BOM500008,High_BOM500009,High_BOM500010,High_BOM500012,High_BOM500013,High_BOM500014,High_BOM500020,High_BOM500023,Low_BOM500002,Low_BOM500003,Low_BOM500008,Low_BOM500009,Low_BOM500010,Low_BOM500012,Low_BOM500013,Low_BOM500014,Low_BOM500020,Low_BOM500023,Close_BOM500002,Close_BOM500003,Close_BOM500008,Close_BOM500009,Close_BOM500010,Close_BOM500012,Close_BOM500013,Close_BOM500014,Close_BOM500020,Close_BOM500023,WAP_BOM500002,WAP_BOM500003,WAP_BOM500008,WAP_BOM500009,WAP_BOM500010,WAP_BOM500012,WAP_BOM500013,WAP_BOM500014,WAP_BOM500020,WAP_BOM500023,No. of Shares_BOM500002,No. of Shares_BOM500003,No. of Shares_BOM500008,No. of Shares_BOM500009,No. of Shares_BOM500010,No. of Shares_BOM500012,No. of Shares_BOM500013,No. of Shares_BOM500014,No. of Shares_BOM500020,No. of Shares_BOM500023,No. of Trades_BOM500002,No. of Trades_BOM500003,No. of Trades_BOM500008,No. of Trades_BOM500009,No. of Trades_BOM500010,No. of Trades_BOM500012,No. of Trades_BOM500013,No. of Trades_BOM500014,No. of Trades_BOM500020,No. of Trades_BOM500023,Total Turnover_BOM500002,Total Turnover_BOM500003,Total Turnover_BOM500008,Total Turnover_BOM500009,Total Turnover_BOM500010,Total Turnover_BOM500012,Total Turnover_BOM500013,Total Turnover_BOM500014,Total Turnover_BOM500020,Total Turnover_BOM500023,Deliverable Quantity_BOM500002,Deliverable Quantity_BOM500003,Deliverable Quantity_BOM500008,Deliverable Quantity_BOM500009,Deliverable Quantity_BOM500010,Deliverable Quantity_BOM500012,Deliverable Quantity_BOM500013,Deliverable Quantity_BOM500014,Deliverable Quantity_BOM500020,Deliverable Quantity_BOM500023,% Deli. Qty to Traded Qty_BOM500002,% Deli. Qty to Traded Qty_BOM500003,% Deli. Qty to Traded Qty_BOM500008,% Deli. Qty to Traded Qty_BOM500009,% Deli. Qty to Traded Qty_BOM500010,% Deli. Qty to Traded Qty_BOM500012,% Deli. Qty to Traded Qty_BOM500013,% Deli. Qty to Traded Qty_BOM500014,% Deli. Qty to Traded Qty_BOM500020,% Deli. Qty to Traded Qty_BOM500023,Spread H-L_BOM500002,Spread H-L_BOM500003,Spread H-L_BOM500008,Spread H-L_BOM500009,Spread H-L_BOM500010,Spread H-L_BOM500012,Spread H-L_BOM500013,Spread H-L_BOM500014,Spread H-L_BOM500020,Spread H-L_BOM500023,Spread C-O_BOM500002,Spread C-O_BOM500003,Spread C-O_BOM500008,Spread C-O_BOM500009,Spread C-O_BOM500010,Spread C-O_BOM500012,Spread C-O_BOM500013,Spread C-O_BOM500014,Spread C-O_BOM500020,Spread C-O_BOM500023,Gross_Purchases,Gross_Sales,Net_Investment_INR,Net_Investment_USD,Conversion_Rate,High,Low,Open,Close,Volume,Adj Close
132,2017-07-14,1483.8,191.0,855.0,8.8,1640.0,27.0,28.9,3.42,88.1,131.2,1485.5,191.0,855.0,8.8,1650.0,27.25,28.95,3.63,88.1,133.7,1460.0,187.95,843.1,8.5,1638.0,26.4,27.45,3.42,85.75,131.15,1468.45,189.15,844.85,8.61,1648.3,26.5,28.15,3.46,86.6,133.7,1473.47,189.1,847.66,8.67,1644.61,26.56,28.19,3.47,86.63,131.3,9010.0,16340.0,20729.0,9319.0,22069.0,19427.0,75374.0,5197.0,359967.0,230.0,578.0,213.0,1134.0,28.0,910.0,93.0,384.0,15.0,1594.0,3.0,13275931.0,3089910.0,17571091.0,80772.0,36295004.0,515987.0,2125088.0,18034.0,31184270.0,30200.0,4182.0,8374.0,9778.0,8569.0,9261.0,14895.0,30756.0,5197.0,86565.0,220.0,46.42,51.25,47.17,91.95,41.96,76.67,40.8,100.0,24.05,95.65,25.5,3.05,11.9,0.3,12.0,0.85,1.5,0.21,2.35,2.55,-15.35,-1.85,-10.15,-0.19,8.3,-0.5,-0.75,0.04,-1.5,2.5,5289.27,5375.32,-86.05,-13.36,64.4384,21681.529296875,21521.720703125,21532.76953125,21637.740234375,235590000.0,21637.740234375
133,2017-07-17,1470.1,190.0,845.0,8.66,1648.3,24.9,28.2,3.5,87.5,134.0,1474.95,190.0,852.4,9.0,1658.0,27.5,28.35,3.63,87.7,134.0,1432.5,186.0,839.0,8.51,1646.45,24.9,27.5,3.29,85.6,129.6,1445.65,186.5,841.3,8.6,1651.8,26.25,27.7,3.44,85.9,134.0,1444.97,188.75,844.99,8.77,1652.73,26.32,27.92,3.4,86.53,129.67,18946.0,90542.0,13633.0,9358.0,269976.0,45460.0,37063.0,6419.0,368307.0,558.0,1438.0,575.0,640.0,41.0,1264.0,100.0,160.0,33.0,1678.0,9.0,27376401.0,17089535.0,11519723.0,82053.0,446196345.0,1196572.0,1034797.0,21832.0,31868348.0,72358.0,4441.0,45512.0,5115.0,7423.0,256346.0,40764.0,20562.0,6419.0,80060.0,528.0,23.44,50.27,37.52,79.32,94.95,89.67,55.48,100.0,21.74,94.62,42.45,4.0,13.4,0.49,11.55,2.6,0.85,0.34,2.1,4.4,-24.45,-3.5,-3.7,-0.06,3.5,1.35,-0.5,-0.06,-1.6,0.0,4306.06,3771.99,534.07,82.86,64.4539,21661.810546875,21617.66015625,21633.970703125,21629.720703125,244780000.0,21629.720703125
134,2017-07-18,1460.0,186.75,836.1,8.35,1655.0,26.0,27.65,3.58,85.8,129.0,1460.0,191.85,847.95,8.89,1675.95,27.0,28.05,3.61,86.45,132.0,1175.0,185.55,832.15,8.35,1648.0,23.5,26.35,3.27,84.75,128.0,1424.5,189.5,843.65,8.55,1653.15,24.5,26.8,3.6,85.1,132.0,1344.03,187.93,843.18,8.64,1659.72,24.86,26.81,3.54,85.52,128.67,30121.0,36026.0,13108.0,22054.0,45955.0,297549.0,123278.0,35046.0,358779.0,1026.0,1871.0,439.0,569.0,34.0,1657.0,548.0,493.0,55.0,1633.0,15.0,40483500.0,6770249.0,11052421.0,190655.0,76272589.0,7396715.0,3305539.0,123989.0,30681142.0,132013.0,9595.0,3777.0,6595.0,18788.0,19433.0,212537.0,49917.0,35046.0,87005.0,536.0,31.85,10.48,50.31,85.19,42.29,71.43,40.49,100.0,24.25,52.24,285.0,6.3,15.8,0.54,27.95,3.5,1.7,0.34,1.7,4.0,-35.5,2.75,7.55,0.2,-1.85,-1.5,-0.85,0.02,-0.7,3.0,4564.58,4191.87,372.71,57.9,64.3666,21589.939453125,21471.140625,21589.939453125,21574.73046875,251110000.0,21574.73046875
135,2017-07-19,1440.0,190.4,840.2,8.55,1675.0,24.55,27.1,3.76,85.8,132.4,1463.9,190.4,846.75,8.84,1675.0,26.05,27.25,3.78,89.35,140.0,1430.3,175.0,833.65,8.54,1642.7,24.55,26.6,3.43,85.2,129.05,1452.65,183.1,835.3,8.65,1655.05,25.85,26.8,3.57,88.25,131.4,1450.86,177.47,838.17,8.64,1651.21,25.45,26.93,3.64,87.26,134.71,9909.0,2522764.0,18285.0,5065.0,31665.0,40519.0,33696.0,13431.0,691990.0,928.0,731.0,3355.0,765.0,14.0,1314.0,130.0,141.0,63.0,2926.0,30.0,14376593.0,447715541.0,15325850.0,43774.0,52285706.0,1031291.0,907341.0,48829.0,60385994.0,125007.0,2701.0,1652900.0,7398.0,4915.0,12601.0,33287.0,18447.0,13431.0,180744.0,418.0,27.26,65.52,40.46,97.04,39.79,82.15,54.75,100.0,26.12,45.04,33.6,15.4,13.1,0.3,32.3,1.5,0.65,0.35,4.15,10.95,12.65,-7.3,-4.9,0.1,-19.95,1.3,-0.3,-0.19,2.45,-1.0,6642.82,6269.37,373.45,58.05,64.3301,21640.75,21565.83984375,21569.25,21640.75,253040000.0,21640.75
136,2017-07-20,1464.95,182.0,835.3,8.65,1655.25,26.0,27.0,3.49,89.95,131.2,1548.4,185.6,840.5,8.91,1664.0,26.15,27.25,3.74,91.0,131.2,1440.0,180.15,830.0,8.65,1642.85,25.8,26.7,3.48,88.1,129.7,1458.7,183.75,833.3,8.8,1651.1,26.1,26.9,3.52,88.4,129.7,1500.48,182.41,835.82,8.84,1650.99,26.04,27.01,3.58,89.67,130.05,141332.0,78426.0,13460.0,9220.0,28850.0,22035.0,21953.0,25228.0,820364.0,905.0,9931.0,1020.0,565.0,28.0,1272.0,68.0,99.0,42.0,4120.0,4.0,212065362.0,14305462.0,11250176.0,81525.0,47631036.0,573819.0,592868.0,90237.0,73561700.0,117695.0,21768.0,24275.0,6140.0,8045.0,15428.0,17463.0,13285.0,25228.0,202140.0,855.0,15.4,30.95,45.62,87.26,53.48,79.25,60.52,100.0,24.64,94.48,108.4,5.45,10.5,0.26,21.15,0.35,0.55,0.26,2.9,1.5,-6.25,1.75,-2.0,0.15,-4.15,0.1,-0.1,0.03,-1.55,-1.5,6578.95,5563.54,1015.41,157.87,64.3211,21661.91015625,21576.9609375,21641.5390625,21611.779296875,313950000.0,21611.779296875
137,2017-07-21,1461.0,184.95,837.0,8.81,1653.0,25.75,27.05,3.45,88.2,130.0,1483.0,185.0,842.35,8.9,1653.0,26.35,27.75,3.68,89.8,130.0,1445.05,177.5,836.3,8.66,1623.0,25.2,26.6,3.45,85.8,130.0,1461.4,180.65,838.8,8.72,1641.6,26.0,27.1,3.5,87.8,130.0,1465.57,178.45,839.26,8.71,1649.08,25.97,27.25,3.59,87.52,130.0,20930.0,906061.0,7969.0,22024.0,3805329.0,37946.0,54075.0,8503.0,554464.0,1.0,1754.0,1978.0,485.0,41.0,6256.0,100.0,222.0,27.0,2436.0,1.0,30674405.0,161682155.0,6688024.0,191828.0,6275288992.0,985382.0,1473564.0,30522.0,48528776.0,130.0,5036.0,634185.0,3941.0,19952.0,1153159.0,31848.0,31041.0,8503.0,94591.0,1.0,24.06,69.99,49.45,90.59,30.3,83.93,57.4,100.0,17.06,100.0,37.95,7.5,6.05,0.24,30.0,1.15,1.15,0.23,4.0,0.0,0.4,-4.3,1.8,-0.09,-11.4,0.25,0.05,0.05,-0.4,0.0,4297.27,4136.89,160.38,24.89,64.4273,21592.609375,21503.779296875,21591.720703125,21580.0703125,362830000.0,21580.0703125
138,2017-07-24,1478.75,181.0,849.0,8.71,1642.15,26.75,27.2,3.65,86.55,131.8,1478.75,184.7,849.0,8.98,1643.95,27.25,27.5,3.67,87.65,140.0,1433.35,180.5,840.4,8.66,1629.0,26.75,26.4,3.48,85.4,129.15,1448.15,182.0,843.25,8.75,1635.0,27.15,26.7,3.56,85.8,136.3,1448.45,182.32,844.31,8.79,1636.4,27.04,27.08,3.56,86.25,135.16,11575.0,37648.0,14168.0,23106.0,48243.0,69576.0,39211.0,10878.0,353063.0,3462.0,965.0,515.0,659.0,43.0,1457.0,185.0,168.0,38.0,1503.0,26.0,16765810.0,6863952.0,11962209.0,203060.0,78944780.0,1881288.0,1061702.0,38706.0,30451109.0,467930.0,3020.0,14961.0,5871.0,20852.0,17204.0,57396.0,18204.0,10878.0,137849.0,1803.0,26.09,39.74,41.44,90.24,35.66,82.49,46.43,100.0,39.04,52.08,45.4,4.2,8.6,0.32,14.95,0.5,1.1,0.19,2.25,10.85,-30.6,1.0,-5.75,0.04,-7.15,0.4,-0.5,-0.09,-0.75,4.5,5312.91,5261.35,51.56,8.01,64.3185,21577.779296875,21496.130859375,21577.779296875,21513.169921875,284080000.0,21513.169921875
139,2017-07-25,1446.0,183.0,850.0,8.77,1636.75,27.25,26.7,3.56,86.55,135.0,1447.0,183.9,850.0,9.29,1637.0,27.6,28.0,3.73,87.55,135.0,1425.0,178.7,825.0,8.25,1628.0,27.05,26.7,3.39,85.2,131.55,1432.05,181.75,846.6,8.67,1632.3,27.2,27.8,3.5,86.5,131.65,1434.62,181.59,844.46,8.83,1633.15,27.18,27.75,3.58,86.34,132.9,16549.0,31906.0,9853.0,51615.0,2652494.0,49427.0,200863.0,13681.0,389012.0,384.0,1529.0,570.0,510.0,69.0,1767.0,118.0,467.0,39.0,1836.0,12.0,23741469.0,5793874.0,8320431.0,456013.0,4331929595.0,1343529.0,5573665.0,48954.0,33586830.0,51035.0,5951.0,7173.0,4342.0,43897.0,2622391.0,45877.0,49618.0,13681.0,60592.0,110.0,35.96,22.48,44.07,85.05,98.87,92.82,24.7,100.0,15.58,28.65,22.0,5.2,25.0,1.04,9.0,0.55,1.3,0.34,2.35,3.45,-13.95,-1.25,-3.4,-0.1,-4.45,-0.05,1.1,-0.06,-0.05,-3.35,4803.36,5074.72,-271.36,-42.1,64.4494,21670.619140625,21577.369140625,21638.560546875,21613.4296875,304300000.0,21613.4296875
140,2017-07-26,1432.05,182.4,849.95,8.95,1633.0,27.5,27.8,3.48,86.0,130.9,1471.0,189.0,851.5,9.0,1645.0,27.5,29.15,3.67,86.7,132.0,1432.05,181.3,840.05,8.7,1620.65,26.6,27.4,3.48,85.35,130.9,1444.65,187.9,847.35,8.8,1633.25,27.0,28.95,3.56,85.55,131.65,1449.94,185.78,848.1,8.83,1632.32,26.99,28.76,3.54,85.89,131.2,16859.0,32258.0,11124.0,29616.0,533008.0,27784.0,141966.0,18382.0,291152.0,125.0,1326.0,484.0,619.0,92.0,3778.0,93.0,495.0,54.0,1175.0,3.0,24444487.0,5992864.0,9434212.0,261447.0,870038613.0,749835.0,4082570.0,65097.0,25007054.0,16400.0,4718.0,9922.0,4090.0,16905.0,442149.0,21866.0,66266.0,18382.0,78217.0,125.0,27.99,30.76,36.77,57.08,82.95,78.7,46.68,100.0,26.86,100.0,38.95,7.7,11.45,0.3,24.35,0.9,1.75,0.19,1.35,1.1,12.6,5.5,-2.6,-0.15,0.25,-0.5,1.15,0.08,-0.45,0.75,5635.52,5314.3,321.22,49.91,64.358,21742.69921875,21683.2890625,21690.380859375,21711.009765625,278240000.0,21711.009765625
141,2017-07-27,1443.0,188.5,851.0,8.43,1644.0,26.3,29.45,3.6,86.05,132.0,1443.85,189.0,854.75,9.59,1742.8,27.25,29.5,3.73,87.0,133.0,1423.55,183.85,843.0,8.43,1643.0,26.3,27.55,3.5,83.0,129.4,1427.05,187.5,847.6,8.53,1728.5,26.8,27.65,3.52,83.35,130.15,1431.55,186.22,848.73,8.61,1707.11,26.97,28.2,3.52,84.58,130.96,7808.0,41237.0,8480.0,37299.0,245625.0,55746.0,57787.0,9729.0,560280.0,603.0,744.0,557.0,777.0,78.0,8459.0,121.0,221.0,26.0,2476.0,12.0,11177513.0,7679061.0,7197219.0,321226.0,419309955.0,1503509.0,1629683.0,34284.0,47385992.0,78969.0,3628.0,14682.0,3553.0,34470.0,48442.0,42451.0,23095.0,9729.0,180981.0,426.0,46.47,35.6,41.9,92.42,19.72,76.15,39.97,100.0,32.3,70.65,20.3,5.15,11.75,1.16,99.8,0.95,1.95,0.23,4.0,3.6,-15.95,-1.0,-3.4,0.1,84.5,0.5,-1.8,-0.08,-2.7,-1.85,5455.61,5648.55,-192.94,-29.95,64.4208,21798.470703125,21687.849609375,21717.419921875,21796.55078125,407320000.0,21796.55078125
142,2017-07-28,1427.3,186.3,843.0,8.5,1723.95,26.0,27.55,3.52,83.85,129.5,1445.35,188.6,843.85,8.94,1798.0,26.8,28.15,3.69,84.7,130.0,1409.65,184.0,837.6,8.25,1709.5,26.0,27.5,3.37,82.85,129.5,1424.45,187.75,839.0,8.47,1783.8,26.6,27.75,3.42,83.3,130.0,1424.29,186.18,840.15,8.46,1742.7,26.43,27.77,3.48,83.68,129.73,7325.0,23854.0,9485.0,8075.0,397132.0,14393.0,15284.0,11951.0,369949.0,30.0,682.0,370.0,506.0,34.0,5936.0,50.0,85.0,24.0,1723.0,2.0,10432930.0,4441091.0,7968820.0,68346.0,692080182.0,380340.0,424378.0,41578.0,30957155.0,3892.0,2234.0,9499.0,3514.0,5218.0,252032.0,11347.0,8521.0,11951.0,110629.0,15.0,30.5,39.82,37.05,64.62,63.46,78.84,55.75,100.0,29.9,50.0,35.7,4.6,6.25,0.69,88.5,0.8,0.65,0.32,1.85,0.5,-2.85,1.45,-4.0,-0.03,59.85,0.6,0.2,-0.1,-0.55,0.5,9738.51,7303.92,2434.59,379.68,64.1216,21841.1796875,21756.119140625,21787.509765625,21830.310546875,285630000.0,21830.310546875
143,2017-07-31,1423.0,186.0,843.0,8.5,1783.0,27.5,28.0,3.42,83.8,126.2,1445.0,189.6,843.85,8.79,1799.0,27.5,28.0,3.59,84.75,137.75,1415.55,185.45,833.0,8.43,1752.0,26.55,26.5,3.42,83.1,126.2,1427.6,188.65,834.5,8.58,1786.15,26.8,26.85,3.59,83.5,131.4,1424.74,187.45,835.46,8.6,1774.39,26.89,27.1,3.52,83.84,134.13,6753.0,16381.0,12913.0,28445.0,119648.0,48618.0,35879.0,19956.0,231399.0,2457.0,545.0,319.0,1098.0,59.0,3468.0,73.0,158.0,50.0,1079.0,17.0,9621246.0,3070680.0,10788354.0,244542.0,212301690.0,1307482.0,972457.0,70337.0,19401443.0,329552.0,2779.0,8405.0,5947.0,26307.0,29779.0,41987.0,20718.0,19956.0,54979.0,1000.0,41.15,51.31,46.05,92.48,24.89,86.36,57.74,100.0,23.76,40.7,29.45,4.15,10.85,0.36,47.0,0.95,1.5,0.17,1.65,11.55,4.6,2.65,-8.5,0.08,3.15,-0.7,-1.15,0.17,-0.3,5.2,5202.74,5214.27,-11.53,-1.79,64.1483,21929.80078125,21861.7109375,21863.390625,21891.119140625,307610000.0,21891.119140625
144,2017-08-01,1427.55,190.0,835.0,8.53,1799.0,27.25,27.05,3.75,84.0,134.9,1431.0,190.0,850.45,8.57,1799.0,27.25,27.3,3.75,84.05,135.75,1418.0,186.8,833.4,8.45,1754.1,26.15,26.7,3.42,82.15,134.9,1427.1,187.8,848.6,8.54,1774.4,26.3,26.85,3.51,82.95,135.75,1424.17,189.38,842.71,8.52,1767.34,26.66,26.97,3.49,83.03,135.0,7302.0,99763.0,11687.0,35872.0,71734.0,35991.0,28831.0,21539.0,191864.0,2.0,518.0,355.0,596.0,60.0,2118.0,82.0,116.0,46.0,860.0,2.0,10399323.0,18892871.0,9848733.0,305653.0,126778340.0,959476.0,777626.0,75249.0,15929622.0,270.0,2684.0,74949.0,4334.0,32011.0,19660.0,32853.0,14236.0,21539.0,66631.0,1.0,36.76,75.13,37.08,89.24,27.41,91.28,49.38,100.0,34.73,50.0,13.0,3.2,17.05,0.12,44.9,1.1,0.6,0.33,1.9,0.85,-0.45,-2.2,13.6,0.01,-24.6,-0.95,-0.2,-0.24,-1.05,0.85,5463.2,6653.29,-1190.09,-185.73,64.0773,21990.9609375,21940.810546875,21961.419921875,21963.919921875,328410000.0,21963.919921875
145,2017-08-02,1429.1,187.9,849.0,8.45,1774.4,26.45,27.5,3.68,82.4,132.05,1435.0,190.0,851.0,8.65,1776.4,26.5,27.5,3.68,83.35,133.0,1410.1,185.7,835.0,8.42,1760.0,26.0,26.55,3.51,81.65,132.05,1412.7,188.65,840.45,8.49,1766.0,26.05,26.75,3.59,82.05,133.0,1419.67,187.27,842.75,8.51,1763.44,26.18,26.78,3.56,82.47,132.52,7446.0,23990.0,11291.0,112197.0,297065.0,22477.0,30516.0,15603.0,344765.0,250.0,567.0,402.0,467.0,40.0,1289.0,71.0,138.0,34.0,1315.0,4.0,10570845.0,4492698.0,9515440.0,954518.0,523856167.0,588408.0,817114.0,55566.0,28432557.0,33131.0,3085.0,10809.0,6774.0,109115.0,269043.0,19367.0,16144.0,15603.0,81817.0,125.0,41.43,45.06,59.99,97.25,90.57,86.16,52.9,100.0,23.73,50.0,24.9,4.3,16.0,0.23,16.4,0.5,0.95,0.17,1.7,0.95,-16.4,0.75,-8.55,0.04,-8.4,-0.4,-0.75,-0.09,-0.35,0.95,4576.78,5479.01,-902.23,-140.82,64.0683,22036.099609375,21967.4609375,22004.359375,22016.240234375,336820000.0,22016.240234375
146,2017-08-03,1415.9,189.0,849.9,8.37,1773.6,26.0,27.0,3.59,81.9,131.0,1430.05,190.0,849.9,8.59,1776.95,26.0,27.1,3.76,82.0,132.5,1391.0,186.5,817.55,8.37,1726.65,25.1,25.55,3.59,79.05,130.1,1410.85,187.8,820.1,8.44,1737.65,25.25,25.8,3.71,79.3,132.0,1420.35,189.03,826.41,8.41,1742.71,25.44,25.94,3.61,80.36,131.03,13066.0,46463.0,19148.0,21446.0,66875.0,34537.0,95652.0,3101.0,313576.0,2392.0,916.0,336.0,1059.0,24.0,2084.0,88.0,282.0,20.0,1421.0,12.0,18558274.0,8783045.0,15824077.0,180434.0,116543643.0,878534.0,2481660.0,11205.0,25199825.0,313418.0,6350.0,29886.0,9309.0,19411.0,21711.0,31177.0,77050.0,3101.0,76415.0,2252.0,48.6,64.32,48.62,90.51,32.47,90.27,80.55,100.0,24.37,94.15,39.05,3.5,32.35,0.22,50.3,0.9,1.55,0.17,2.95,2.4,-5.05,-1.2,-29.8,0.07,-35.95,-0.75,-1.2,0.12,-2.6,1.0,4093.21,3538.48,554.73,86.58,64.069,22044.849609375,21991.3203125,22007.580078125,22026.099609375,278730000.0,22026.099609375
147,2017-08-04,1396.15,187.15,818.0,8.22,1737.65,25.05,26.1,3.53,80.0,130.0,1432.5,189.9,818.0,8.64,1738.2,27.0,26.55,3.87,82.05,133.95,1386.0,181.8,788.0,8.22,1720.2,23.5,24.8,3.53,78.5,130.0,1424.85,184.65,805.65,8.51,1732.9,26.95,25.25,3.62,81.45,130.1,1404.5,185.52,799.32,8.49,1728.48,26.3,25.24,3.66,80.21,131.9,14697.0,25531.0,37412.0,10159.0,64600.0,43423.0,44418.0,7425.0,348136.0,1301.0,1106.0,351.0,1697.0,28.0,1672.0,108.0,236.0,64.0,1899.0,5.0,20641957.0,4736545.0,29904135.0,86225.0,111659629.0,1142168.0,1121262.0,27209.0,27924968.0,171600.0,3016.0,7494.0,15807.0,7857.0,35705.0,39598.0,17115.0,7425.0,66961.0,101.0,20.52,29.35,42.25,77.34,55.27,91.19,38.53,100.0,19.23,7.76,46.5,8.1,30.0,0.42,18.0,3.5,1.75,0.34,3.55,3.95,28.7,-2.5,-12.35,0.29,-4.75,1.9,-0.85,0.09,1.45,0.1,5562.17,5509.37,52.8,8.3,63.6314,22092.810546875,22024.640625,22058.390625,22092.810546875,253640000.0,22092.810546875
148,2017-08-07,1416.3,185.0,808.95,8.5,1735.0,28.4,25.5,3.56,81.45,130.1,1424.85,189.45,835.0,8.79,1752.05,28.7,26.8,3.8,84.15,130.35,1395.9,185.0,793.85,8.36,1720.1,26.6,25.5,3.5,81.25,130.1,1400.65,186.7,822.55,8.37,1726.6,26.75,26.45,3.7,82.75,130.35,1406.16,188.49,821.39,8.52,1735.53,27.4,26.35,3.54,82.88,130.29,14975.0,70206.0,86778.0,12074.0,53123.0,60934.0,27266.0,31324.0,423475.0,280.0,1181.0,343.0,3976.0,33.0,1555.0,229.0,157.0,49.0,1969.0,6.0,21057234.0,13233433.0,71278891.0,102843.0,92196747.0,1669598.0,718465.0,110853.0,35098665.0,36480.0,7249.0,52037.0,16748.0,10422.0,20196.0,48475.0,10963.0,31324.0,81397.0,250.0,48.41,74.12,19.3,86.32,38.02,79.55,40.21,100.0,19.22,89.29,28.95,4.45,41.15,0.43,31.95,2.1,1.3,0.3,2.9,0.25,-15.65,1.7,13.6,-0.13,-8.4,-1.65,0.95,0.14,1.3,0.25,4320.4,5180.11,-859.71,-134.95,63.7091,22121.150390625,22081.970703125,22100.19921875,22118.419921875,213010000.0,22118.419921875
149,2017-08-08,1402.95,187.0,822.5,8.28,1729.9,26.6,26.3,3.7,82.95,130.05,1419.3,189.65,824.95,8.5,1733.25,27.4,26.85,3.83,82.95,130.05,1385.0,184.3,793.2,8.15,1702.0,25.7,24.8,3.52,80.0,130.0,1389.1,187.45,801.2,8.26,1720.6,26.5,25.0,3.6,80.2,130.0,1396.31,186.3,805.66,8.36,1716.97,26.43,25.61,3.57,81.13,130.02,6086.0,9965.0,25960.0,21202.0,60405.0,70513.0,73961.0,19176.0,269452.0,99.0,645.0,192.0,1620.0,46.0,1721.0,125.0,331.0,56.0,1114.0,2.0,8497922.0,1856514.0,20915024.0,177279.0,103713660.0,1863894.0,1894269.0,68379.0,21859730.0,12872.0,2603.0,2880.0,7512.0,19544.0,22243.0,59159.0,41102.0,19176.0,77442.0,99.0,42.77,28.9,28.94,92.18,36.82,83.9,55.57,100.0,28.74,100.0,34.3,5.35,31.75,0.35,31.25,1.7,2.05,0.31,2.95,0.05,-13.85,0.45,-21.3,-0.02,-9.3,-0.1,-1.3,-0.1,-2.75,-0.05,3808.46,4000.01,-191.55,-30.05,63.7375,22179.109375,22057.2890625,22095.140625,22085.33984375,262000000.0,22085.33984375
150,2017-08-09,1390.05,189.0,796.0,8.1,1710.0,25.65,24.7,3.5,79.9,134.65,1399.0,189.0,810.8,8.35,1741.05,27.1,24.7,3.78,80.4,134.7,1365.0,183.0,790.0,7.75,1705.6,25.5,23.6,3.5,77.95,133.0,1388.3,185.15,802.45,7.83,1731.45,25.6,23.85,3.5,78.25,134.4,1384.49,185.39,802.75,7.97,1728.24,25.88,24.2,3.51,78.99,134.38,6763.0,29565.0,22164.0,41983.0,53312.0,26871.0,76232.0,39057.0,317319.0,400.0,663.0,328.0,1060.0,80.0,1343.0,84.0,240.0,59.0,1388.0,8.0,9363292.0,5481002.0,17792088.0,334538.0,92136059.0,695303.0,1844930.0,137245.0,25065095.0,53750.0,2580.0,7364.0,5686.0,39983.0,24686.0,19741.0,47380.0,39057.0,60200.0,200.0,38.15,24.91,25.65,95.24,46.3,73.47,62.15,100.0,18.97,50.0,34.0,6.0,20.8,0.6,35.45,1.6,1.1,0.28,2.45,1.7,-1.75,-3.85,6.45,-0.27,21.45,-0.05,-0.85,0.0,-1.65,-0.25,6307.99,4688.4,1619.59,254.1,63.7382,22057.189453125,21996.689453125,22022.33984375,22048.69921875,277800000.0,22048.69921875
151,2017-08-10,1394.8,183.9,804.0,7.22,1726.15,25.65,23.6,3.55,78.3,130.0,1394.8,184.05,813.0,8.32,1749.15,26.5,23.95,3.65,78.9,130.0,1337.05,176.25,794.0,7.22,1701.1,24.0,21.65,3.55,66.1,127.55,1342.3,178.7,798.85,7.8,1702.5,24.9,22.2,3.57,69.65,127.55,1353.78,179.77,801.67,7.76,1706.99,25.39,22.83,3.57,73.2,128.77,10076.0,31128.0,18169.0,55971.0,403434.0,59902.0,69524.0,10393.0,779420.0,105.0,1193.0,540.0,859.0,93.0,2840.0,138.0,281.0,26.0,3360.0,4.0,13640641.0,5596000.0,14565486.0,434481.0,688657664.0,1520677.0,1587309.0,37097.0,57050036.0,13521.0,4429.0,10039.0,5909.0,41852.0,48244.0,50031.0,32994.0,10393.0,132696.0,55.0,43.96,32.25,32.52,74.77,11.96,83.52,47.46,100.0,17.02,52.38,57.75,7.8,19.0,1.1,48.05,2.5,2.3,0.1,12.8,2.45,-52.5,-5.2,-5.15,0.58,-23.65,-0.75,-1.4,0.02,-8.65,-2.45,3249.22,4062.37,-813.15,-127.55,63.7491,21988.19921875,21843.939453125,21988.19921875,21844.009765625,303310000.0,21844.009765625
