Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,stockname
2020-05-15,555.35,577.3,550.2,572.75,563.48,72171.0,2219.0,40667190.0,12942.0,17.93,27.1,17.4,BOM500008
2020-05-14,567.0,571.15,548.45,552.05,563.01,83769.0,2393.0,47162979.0,15334.0,18.31,22.7,-14.95,BOM500008
2020-05-13,573.0,580.0,564.3,568.55,571.03,72289.0,2227.0,41279426.0,12906.0,17.85,15.7,-4.45,BOM500008
2020-05-12,578.0,584.0,552.65,558.15,566.46,72673.0,3116.0,41166013.0,4835.0,6.65,31.35,-19.85,BOM500008
2020-05-11,550.0,574.0,544.3,568.25,561.25,54355.0,2902.0,30506984.0,16071.0,29.57,29.7,18.25,BOM500008
2020-05-08,563.35,574.25,541.0,544.35,563.28,102012.0,3190.0,57461318.0,11746.0,11.51,33.25,-19.0,BOM500008
2020-05-07,568.0,576.0,556.15,557.4,565.94,117368.0,2718.0,66423208.0,16761.0,14.28,19.85,-10.6,BOM500008
2020-05-06,563.6,572.3,544.45,562.4,555.42,13493.0,879.0,7494295.0,2262.0,16.76,27.85,-1.2,BOM500008
2020-05-05,550.0,577.15,550.0,565.3,566.44,48483.0,2713.0,27462681.0,4691.0,9.68,27.15,15.3,BOM500008
2020-05-04,564.0,564.0,527.05,553.3,545.13,28874.0,1424.0,15740066.0,6894.0,23.88,36.95,-10.7,BOM500008
2020-04-30,559.8,572.6,545.1,570.6,564.15,24284.0,1767.0,13699861.0,7235.0,29.79,27.5,10.8,BOM500008
2020-04-29,551.0,556.4,536.45,540.3,545.39,17928.0,1395.0,9777757.0,6651.0,37.1,19.95,-10.7,BOM500008
2020-04-28,562.0,562.0,544.0,545.7,549.56,18390.0,1211.0,10106393.0,3651.0,19.85,18.0,-16.3,BOM500008
2020-04-27,545.0,557.05,535.0,543.4,541.86,12355.0,729.0,6694705.0,4607.0,37.29,22.05,-1.6,BOM500008
2020-04-24,555.75,555.75,529.25,532.2,536.33,14479.0,964.0,7765481.0,3430.0,23.69,26.5,-23.55,BOM500008
2020-04-23,562.0,572.8,553.1,558.8,561.93,34473.0,1595.0,19371337.0,4332.0,12.57,19.7,-3.2,BOM500008
2020-04-22,510.0,559.95,503.85,557.7,544.58,36994.0,2430.0,20146017.0,6380.0,17.25,56.1,47.7,BOM500008
2020-04-21,538.0,538.0,501.95,509.05,509.99,22727.0,1831.0,11590645.0,5798.0,25.51,36.05,-28.95,BOM500008
2020-04-20,558.0,558.0,538.3,540.6,546.89,22519.0,1664.0,12315324.0,5078.0,22.55,19.7,-17.4,BOM500008
2020-04-17,535.0,544.6,524.55,540.85,536.13,27017.0,1863.0,14484724.0,4058.0,15.02,20.05,5.85,BOM500008
2020-04-16,510.75,527.0,500.0,520.1,515.67,13300.0,843.0,6858473.0,2189.0,16.46,27.0,9.35,BOM500008
2020-04-15,522.95,528.05,500.0,510.75,514.31,25785.0,1257.0,13261561.0,4144.0,16.07,28.05,-12.2,BOM500008
2020-04-13,535.0,535.0,488.1,499.15,509.63,58759.0,2175.0,29945136.0,16099.0,27.4,46.9,-35.85,BOM500008
2020-04-09,508.0,530.85,504.15,521.75,515.05,71567.0,3752.0,36860333.0,25611.0,35.79,26.7,13.75,BOM500008
2020-04-08,500.6,513.1,489.6,501.55,502.47,16555.0,1061.0,8318365.0,2515.0,15.19,23.5,0.95,BOM500008
2020-04-07,474.0,505.65,468.9,500.6,487.83,17918.0,1281.0,8740877.0,4771.0,26.63,36.75,26.6,BOM500008
2020-04-03,488.0,488.0,456.5,460.2,463.34,10860.0,518.0,5031893.0,3709.0,34.15,31.5,-27.8,BOM500008
2020-04-01,472.7,494.2,462.15,478.65,480.2,30443.0,1286.0,14618742.0,2624.0,8.62,32.05,5.95,BOM500008
2020-03-31,470.0,489.0,450.0,478.1,479.99,22352.0,1572.0,10728643.0,6273.0,28.06,39.0,8.1,BOM500008
2020-03-30,450.15,456.85,434.35,450.55,446.24,7293.0,438.0,3254430.0,1698.0,23.28,22.5,0.4,BOM500008
2020-03-27,458.95,480.25,445.85,455.2,462.21,20424.0,1027.0,9440104.0,6144.0,30.08,34.4,-3.75,BOM500008
2020-03-26,448.0,457.6,413.25,439.85,442.61,15141.0,934.0,6701546.0,4309.0,28.46,44.35,-8.15,BOM500008
2020-03-25,361.5,424.85,361.5,416.05,400.15,15284.0,1001.0,6115885.0,3079.0,20.15,63.35,54.55,BOM500008
2020-03-24,393.0,412.1,350.25,386.25,376.97,30314.0,1682.0,11427354.0,7725.0,25.48,61.85,-6.75,BOM500008
2020-03-23,425.0,425.0,381.0,389.15,395.1,21068.0,1403.0,8324009.0,6866.0,32.59,44.0,-35.85,BOM500008
2020-03-20,469.0,474.25,421.95,434.7,447.25,162649.0,6664.0,72744598.0,27825.0,17.11,52.3,-34.3,BOM500008
2020-03-19,484.9,484.9,433.75,449.0,450.75,28270.0,2264.0,12742610.0,5105.0,18.06,51.15,-35.9,BOM500008
2020-03-18,535.4,539.0,481.3,485.4,507.26,11398.0,833.0,5781714.0,4156.0,36.46,57.7,-50.0,BOM500008
2020-03-17,540.35,545.1,522.7,527.5,531.91,15449.0,932.0,8217546.0,4147.0,26.84,22.4,-12.85,BOM500008
2020-03-16,578.0,578.0,531.9,540.35,549.49,10689.0,780.0,5873502.0,2871.0,26.86,46.1,-37.65,BOM500008
2020-03-13,530.0,595.0,506.7,588.55,556.16,22229.0,1524.0,12362912.0,5978.0,26.89,88.3,58.55,BOM500008
2020-03-12,585.0,598.95,546.5,558.35,564.05,42868.0,2727.0,24179551.0,15851.0,36.98,52.45,-26.65,BOM500008
2020-03-11,623.0,629.0,600.0,601.8,606.56,13086.0,804.0,7937477.0,3456.0,26.41,29.0,-21.2,BOM500008
2020-03-09,639.9,639.9,599.0,619.3,612.64,17149.0,1237.0,10506213.0,3489.0,20.35,40.9,-20.6,BOM500008
2020-03-06,622.5,638.15,601.85,634.5,622.18,14771.0,743.0,9190156.0,3014.0,20.4,36.3,12.0,BOM500008
2020-03-05,641.6,643.75,625.0,629.55,634.55,8962.0,538.0,5686823.0,1948.0,21.74,18.75,-12.05,BOM500008
2020-03-04,646.0,646.0,621.45,636.95,631.86,17713.0,919.0,11192096.0,1925.0,10.87,24.55,-9.05,BOM500008
2020-03-03,624.45,649.0,624.25,644.95,633.13,15008.0,775.0,9501948.0,2457.0,16.37,24.75,20.5,BOM500008
2020-03-02,636.0,665.7,618.35,624.05,635.2,40817.0,1491.0,25927122.0,6179.0,15.14,47.35,-11.95,BOM500008
2020-02-28,666.65,668.0,631.25,635.5,643.47,29107.0,1446.0,18729428.0,9025.0,31.01,36.75,-31.15,BOM500008
2020-02-27,684.65,686.85,671.5,681.15,678.5,31359.0,1286.0,21277181.0,6228.0,19.86,15.35,-3.5,BOM500008
2020-02-26,715.95,715.95,676.5,695.2,688.8,56330.0,1751.0,38799915.0,8021.0,14.24,39.45,-20.75,BOM500008
2020-02-25,741.1,742.8,711.0,712.4,721.4,16385.0,843.0,11820091.0,2702.0,16.49,31.8,-28.7,BOM500008
2020-02-24,770.0,770.0,735.6,741.25,749.15,6890.0,613.0,5161626.0,2238.0,32.48,34.4,-28.75,BOM500008
2020-02-20,798.95,798.95,766.5,769.9,775.02,13839.0,806.0,10725506.0,4647.0,33.58,32.45,-29.05,BOM500008
2020-02-19,780.0,789.8,774.75,784.35,782.07,26148.0,1719.0,20449526.0,16840.0,64.4,15.05,4.35,BOM500008
2020-02-18,765.85,780.0,757.15,776.4,768.56,18097.0,1108.0,13908650.0,7451.0,41.17,22.85,10.55,BOM500008
2020-02-17,765.0,768.15,746.4,764.4,757.4,10640.0,497.0,8058728.0,976.0,9.17,21.75,-0.6,BOM500008
2020-02-14,763.25,774.0,752.0,755.65,762.44,9992.0,552.0,7618316.0,3721.0,37.24,22.0,-7.6,BOM500008
2020-02-13,770.1,772.5,760.0,763.25,763.72,9537.0,486.0,7283599.0,4233.0,44.38,12.5,-6.85,BOM500008
2020-02-12,767.0,788.5,760.25,765.35,778.22,19309.0,1326.0,15026672.0,5046.0,26.13,28.25,-1.65,BOM500008
2020-02-11,776.95,780.75,758.0,762.1,767.34,56175.0,1592.0,43105093.0,40796.0,72.62,22.75,-14.85,BOM500008
2020-02-10,787.4,789.5,771.0,776.95,775.42,37371.0,3582.0,28978055.0,27788.0,74.36,18.5,-10.45,BOM500008
2020-02-07,787.25,787.4,778.55,785.7,783.55,3493.0,220.0,2736938.0,899.0,25.74,8.85,-1.55,BOM500008
2020-02-06,772.0,793.5,772.0,784.3,785.92,10361.0,424.0,8142912.0,3115.0,30.06,21.5,12.3,BOM500008
2020-02-05,790.0,795.15,777.35,785.7,785.13,37607.0,2223.0,29526492.0,21771.0,57.89,17.8,-4.3,BOM500008
2020-02-04,788.0,793.8,774.0,776.85,779.89,14152.0,1032.0,11037018.0,2960.0,20.92,19.8,-11.15,BOM500008
2020-02-03,754.0,793.9,751.85,785.85,777.27,38458.0,2196.0,29892110.0,4706.0,12.24,42.05,31.85,BOM500008
2020-02-01,770.8,797.0,729.95,743.15,777.16,60330.0,2975.0,46885901.0,16243.0,26.92,67.05,-27.65,BOM500008
2020-01-31,788.7,791.0,764.2,767.8,771.73,13519.0,1118.0,10433017.0,3837.0,28.38,26.8,-20.9,BOM500008
2020-01-30,795.8,800.0,775.55,783.8,789.74,6099.0,465.0,4816622.0,1571.0,25.76,24.45,-12.0,BOM500008
2020-01-29,795.6,804.0,794.75,795.75,797.86,3266.0,217.0,2605808.0,745.0,22.81,9.25,0.15,BOM500008
2020-01-28,803.3,805.15,783.85,790.55,795.73,5972.0,366.0,4752121.0,1721.0,28.82,21.3,-12.75,BOM500008
2020-01-27,805.0,814.0,797.7,801.25,808.41,11326.0,763.0,9156034.0,4351.0,38.42,16.3,-3.75,BOM500008
2020-01-24,793.95,811.25,793.45,806.05,805.06,15912.0,1013.0,12810156.0,4008.0,25.19,17.8,12.1,BOM500008
2020-01-23,787.65,802.45,787.65,790.95,794.76,24477.0,917.0,19453446.0,4540.0,18.55,14.8,3.3,BOM500008
2020-01-22,775.0,792.6,769.45,784.05,781.74,49125.0,2293.0,38403054.0,20828.0,42.4,23.15,9.05,BOM500008
2020-01-21,768.3,779.45,768.05,774.95,772.49,6056.0,340.0,4678172.0,1018.0,16.81,11.4,6.65,BOM500008
2020-01-20,781.95,791.15,774.2,779.7,784.35,16111.0,868.0,12636728.0,3471.0,21.54,16.95,-2.25,BOM500008
2020-01-17,785.0,787.85,778.2,782.1,783.63,25246.0,1000.0,19783616.0,1998.0,7.91,9.65,-2.9,BOM500008
2020-01-16,777.8,792.25,774.8,785.5,787.13,38838.0,1864.0,30570747.0,9475.0,24.4,17.45,7.7,BOM500008
2020-01-15,764.95,776.9,755.6,772.8,764.61,37963.0,1911.0,29027042.0,8904.0,23.45,21.3,7.85,BOM500008
2020-01-14,741.5,762.1,740.0,759.35,755.82,23449.0,1463.0,17723221.0,7773.0,33.15,22.1,17.85,BOM500008
2020-01-13,735.3,744.5,734.3,741.2,739.57,70039.0,3311.0,51798448.0,21895.0,31.26,10.2,5.9,BOM500008
2020-01-10,745.0,746.1,729.75,735.0,741.29,18757.0,723.0,13904339.0,2713.0,14.46,16.35,-10.0,BOM500008
2020-01-09,725.0,755.5,725.0,737.75,743.83,57223.0,2649.0,42564143.0,8980.0,15.69,30.5,12.75,BOM500008
2020-01-08,720.0,729.0,713.7,721.05,720.79,15012.0,614.0,10820490.0,5953.0,39.65,15.3,1.05,BOM500008
2020-01-07,720.2,736.35,720.2,726.35,727.69,31019.0,1486.0,22572356.0,16085.0,51.86,16.15,6.15,BOM500008
2020-01-06,720.0,720.0,705.0,716.1,712.36,71178.0,1998.0,50704442.0,23643.0,33.22,15.0,-3.9,BOM500008
2020-01-03,726.25,731.3,718.2,720.55,726.74,25877.0,979.0,18805745.0,5648.0,21.83,13.1,-5.7,BOM500008
2020-01-02,725.9,728.8,719.6,727.2,722.8,18017.0,531.0,13022687.0,9180.0,50.95,9.2,1.3,BOM500008
2020-01-01,730.0,731.0,718.4,720.0,725.42,44419.0,1172.0,32222383.0,4016.0,9.04,12.6,-10.0,BOM500008
2019-12-31,725.9,730.0,721.5,724.5,725.88,8435.0,310.0,6122790.0,1361.0,16.14,8.5,-1.4,BOM500008
2019-12-30,718.3,728.7,718.3,723.2,723.34,11846.0,398.0,8568636.0,2018.0,17.04,10.4,4.9,BOM500008
2019-12-27,714.35,718.15,708.0,715.9,714.28,9359.0,352.0,6684902.0,1643.0,17.56,10.15,1.55,BOM500008
2019-12-26,721.75,724.3,704.0,712.05,717.69,17226.0,745.0,12362961.0,5585.0,32.42,20.3,-9.7,BOM500008
2019-12-24,720.0,723.9,717.8,721.55,720.71,7295.0,361.0,5257556.0,2182.0,29.91,6.1,1.55,BOM500008
2019-12-23,720.0,729.55,715.0,717.55,722.45,19930.0,906.0,14398363.0,6604.0,33.14,14.55,-2.45,BOM500008
2019-12-20,731.25,736.75,718.8,721.8,725.89,12984.0,566.0,9424901.0,2849.0,21.94,17.95,-9.45,BOM500008
2019-12-19,748.9,749.65,728.15,730.8,738.77,24541.0,1121.0,18130134.0,4873.0,19.86,21.5,-18.1,BOM500008
2019-12-18,747.0,748.15,737.95,740.3,742.47,10906.0,400.0,8097354.0,2194.0,20.12,10.2,-6.7,BOM500008
2019-12-17,725.0,754.0,725.0,749.85,741.92,27021.0,1054.0,20047322.0,6454.0,23.89,29.0,24.85,BOM500008
2019-12-16,744.65,754.2,721.05,722.95,732.82,26852.0,1005.0,19677649.0,4069.0,15.15,33.15,-21.7,BOM500008
2019-12-13,740.35,743.45,736.0,741.6,739.9,9376.0,312.0,6937332.0,1184.0,12.63,7.45,1.25,BOM500008
2019-12-12,734.9,746.05,732.55,736.05,739.61,14578.0,607.0,10782065.0,3752.0,25.74,13.5,1.15,BOM500008
2019-12-11,732.25,741.15,717.0,730.0,725.72,27011.0,1141.0,19602504.0,3819.0,14.14,24.15,-2.25,BOM500008
2019-12-10,735.1,736.45,726.75,729.7,730.2,5840.0,479.0,4264377.0,2060.0,35.27,9.7,-5.4,BOM500008
2019-12-09,730.0,741.3,723.85,731.3,733.41,5303.0,248.0,3889252.0,1088.0,20.52,17.45,1.3,BOM500008
2019-12-06,738.1,741.45,724.6,728.7,731.05,8357.0,504.0,6109398.0,2294.0,27.45,16.85,-9.4,BOM500008
2019-12-05,744.5,750.4,736.5,738.1,740.55,11030.0,956.0,8168299.0,3901.0,35.37,13.9,-6.4,BOM500008
2019-12-04,747.0,759.0,741.5,744.5,747.9,13693.0,784.0,10240957.0,3261.0,23.82,17.5,-2.5,BOM500008
2019-12-03,752.25,764.95,742.0,747.2,752.78,49751.0,1703.0,37451434.0,13931.0,28.0,22.95,-5.05,BOM500008
2019-12-02,746.1,761.25,744.8,751.15,751.8,11679.0,557.0,8780270.0,2814.0,24.09,16.45,5.05,BOM500008
2019-11-29,754.7,754.95,744.05,750.3,749.94,7413.0,457.0,5559333.0,1227.0,16.55,10.9,-4.4,BOM500008
2019-11-28,762.2,768.3,751.05,753.7,756.06,16794.0,612.0,12697260.0,2337.0,13.92,17.25,-8.5,BOM500008
2019-11-27,771.0,784.1,753.0,763.3,768.29,42886.0,2617.0,32948755.0,11630.0,27.12,31.1,-7.7,BOM500008
2019-11-26,741.55,773.75,739.45,770.05,763.34,46288.0,2176.0,35333306.0,15662.0,33.84,34.3,28.5,BOM500008
2019-11-25,742.55,748.55,739.05,742.8,743.24,8727.0,499.0,6486227.0,2768.0,31.72,9.5,0.25,BOM500008
2019-11-22,745.0,756.15,735.35,742.55,746.41,12845.0,822.0,9587675.0,1921.0,14.96,20.8,-2.45,BOM500008
2019-11-21,744.75,750.15,737.3,745.95,742.28,17131.0,1104.0,12715989.0,7426.0,43.35,12.85,1.2,BOM500008
2019-11-20,752.0,763.0,747.3,752.45,753.43,8989.0,448.0,6772543.0,2715.0,30.2,15.7,0.45,BOM500008
2019-11-19,753.9,760.6,746.25,754.8,755.71,21119.0,855.0,15959924.0,7098.0,33.61,14.35,0.9,BOM500008
2019-11-18,746.7,754.0,742.35,749.0,748.88,14668.0,757.0,10984632.0,3856.0,26.29,11.65,2.3,BOM500008
2019-11-15,750.5,753.5,742.9,746.2,746.59,17435.0,596.0,13016784.0,3058.0,17.54,10.6,-4.3,BOM500008
2019-11-14,751.0,751.0,729.2,748.95,742.27,56674.0,2252.0,42067203.0,14780.0,26.08,21.8,-2.05,BOM500008
2019-11-13,718.3,739.7,718.25,732.65,732.08,88535.0,3940.0,64814916.0,16648.0,18.8,21.45,14.35,BOM500008
2019-11-11,676.0,729.75,676.0,718.3,704.81,171731.0,6518.0,121038380.0,31204.0,18.17,53.75,42.3,BOM500008
2019-11-08,665.0,674.0,651.6,654.0,664.15,8880.0,299.0,5897676.0,2006.0,22.59,22.4,-11.0,BOM500008
2019-11-07,661.0,667.45,658.2,662.15,662.79,8328.0,359.0,5519703.0,2776.0,33.33,9.25,1.15,BOM500008
2019-11-06,658.0,668.0,653.0,661.2,663.89,42394.0,861.0,28144888.0,19218.0,45.33,15.0,3.2,BOM500008
2019-11-05,669.7,669.7,652.3,657.2,658.35,13028.0,524.0,8576984.0,2034.0,15.61,17.4,-12.5,BOM500008
2019-11-04,694.95,694.95,657.1,658.8,666.02,22797.0,1105.0,15183166.0,6076.0,26.65,37.85,-36.15,BOM500008
2019-11-01,688.0,695.35,679.25,689.65,688.39,13202.0,538.0,9088161.0,3484.0,26.39,16.1,1.65,BOM500008
2019-10-31,678.35,689.3,675.1,682.75,684.99,19324.0,559.0,13236711.0,5204.0,26.93,14.2,4.4,BOM500008
2019-10-30,668.95,680.45,665.0,675.75,674.03,13430.0,551.0,9052207.0,3074.0,22.89,15.45,6.8,BOM500008
2019-10-29,655.65,669.45,655.65,662.0,663.77,6689.0,242.0,4439983.0,1899.0,28.39,13.8,6.35,BOM500008
2019-10-27,655.1,657.2,651.4,654.2,654.14,1491.0,94.0,975319.0,914.0,61.3,5.8,-0.9,BOM500008
2019-10-25,659.75,663.0,648.0,651.4,655.38,4325.0,214.0,2834534.0,1408.0,32.55,15.0,-8.35,BOM500008
2019-10-24,662.1,668.0,653.15,655.6,660.05,8179.0,278.0,5398521.0,1518.0,18.56,14.85,-6.5,BOM500008
2019-10-23,677.1,678.95,656.05,662.25,665.22,9193.0,435.0,6115337.0,2892.0,31.46,22.9,-14.85,BOM500008
2019-10-22,667.0,680.1,662.5,675.9,672.87,14990.0,525.0,10086305.0,3752.0,25.03,17.6,8.9,BOM500008
2019-10-18,669.5,675.85,662.0,667.8,668.73,9077.0,310.0,6070061.0,2308.0,25.43,13.85,-1.7,BOM500008
2019-10-17,665.0,673.5,639.05,670.55,653.15,53119.0,1600.0,34694417.0,6941.0,13.07,34.45,5.55,BOM500008
2019-10-16,683.0,687.05,661.3,663.85,673.13,17065.0,762.0,11487047.0,4132.0,24.21,25.75,-19.15,BOM500008
2019-10-15,698.5,698.5,646.85,678.7,670.92,64505.0,2007.0,43277766.0,9727.0,15.08,51.65,-19.8,BOM500008
2019-10-14,678.0,687.2,674.55,684.85,681.91,7596.0,210.0,5179770.0,1969.0,25.92,12.65,6.85,BOM500008
2019-10-11,686.1,688.1,673.25,679.25,679.82,6014.0,223.0,4088462.0,687.0,11.42,14.85,-6.85,BOM500008
2019-10-10,693.6,699.35,677.9,679.95,683.81,12685.0,583.0,8674169.0,4152.0,32.73,21.45,-13.65,BOM500008
2019-10-09,684.45,695.0,673.9,693.65,687.76,7105.0,304.0,4886553.0,1650.0,23.22,21.1,9.2,BOM500008
2019-10-07,690.3,693.45,678.5,684.45,685.5,7768.0,252.0,5324956.0,1116.0,14.37,14.95,-5.85,BOM500008
2019-10-04,714.25,714.25,684.0,688.5,697.12,12199.0,330.0,8504205.0,2987.0,24.49,30.25,-25.75,BOM500008
2019-10-03,703.05,719.9,694.85,711.95,713.5,37615.0,552.0,26838206.0,14908.0,39.63,25.05,8.9,BOM500008
2019-10-01,718.0,727.5,699.35,703.0,712.43,20034.0,601.0,14272847.0,3538.0,17.66,28.15,-15.0,BOM500008
2019-09-30,713.95,720.35,702.15,718.4,711.35,11589.0,334.0,8243814.0,2637.0,22.75,18.2,4.45,BOM500008
2019-09-27,731.85,732.0,710.15,713.95,716.36,18472.0,686.0,13232614.0,3543.0,19.18,21.85,-17.9,BOM500008
2019-09-26,718.0,744.0,715.65,736.95,732.05,25186.0,908.0,18437491.0,5439.0,21.6,28.35,18.95,BOM500008
2019-09-25,727.0,727.0,708.05,719.9,717.3,18728.0,881.0,13433520.0,4899.0,26.16,18.95,-7.1,BOM500008
2019-09-24,746.05,750.0,721.0,727.75,730.17,49045.0,2195.0,35811057.0,13061.0,26.63,29.0,-18.3,BOM500008
2019-09-23,668.0,731.4,668.0,718.2,708.49,69329.0,2999.0,49118918.0,21636.0,31.21,63.4,50.2,BOM500008
2019-09-20,627.85,671.55,619.3,668.25,656.01,37091.0,1250.0,24332198.0,7827.0,21.1,52.25,40.4,BOM500008
2019-09-19,634.0,639.0,622.95,624.7,629.82,5664.0,208.0,3567282.0,1629.0,28.76,16.05,-9.3,BOM500008
2019-09-18,635.8,639.6,625.0,630.75,632.45,10492.0,288.0,6635622.0,2975.0,28.35,14.6,-5.05,BOM500008
2019-09-17,649.1,655.45,626.4,631.0,641.2,11166.0,337.0,7159618.0,2934.0,26.28,29.05,-18.1,BOM500008
2019-09-16,658.0,661.1,642.45,650.05,653.76,17000.0,453.0,11113887.0,3317.0,19.51,18.65,-7.95,BOM500008
2019-09-13,655.2,655.65,646.0,649.05,649.3,5055.0,178.0,3282220.0,802.0,15.87,9.65,-6.15,BOM500008
2019-09-12,655.25,666.0,653.2,656.0,659.14,10388.0,374.0,6847123.0,1458.0,14.04,12.8,0.75,BOM500008
2019-09-11,643.45,659.7,643.45,656.85,654.2,14425.0,519.0,9436886.0,3982.0,27.6,16.25,13.4,BOM500008
2019-09-09,626.4,642.85,623.05,639.35,637.61,22978.0,738.0,14650911.0,5854.0,25.48,19.8,12.95,BOM500008
2019-09-06,623.7,627.9,620.6,625.35,623.72,6698.0,154.0,4177708.0,2685.0,40.09,7.3,1.65,BOM500008
2019-09-05,630.0,630.0,617.2,620.7,621.98,10706.0,328.0,6658915.0,4603.0,42.99,12.8,-9.3,BOM500008
2019-09-04,618.3,624.9,610.35,622.2,616.92,9667.0,370.0,5963808.0,1702.0,17.61,14.55,3.9,BOM500008
2019-09-03,619.0,625.1,597.2,619.45,611.26,40832.0,1578.0,24958936.0,8804.0,21.56,27.9,0.45,BOM500008
2019-08-30,611.4,622.5,608.5,619.95,617.89,11801.0,454.0,7291705.0,2331.0,19.75,14.0,8.55,BOM500008
2019-08-29,611.3,614.0,580.85,610.1,597.91,51313.0,1739.0,30680747.0,4741.0,9.24,33.15,-1.2,BOM500008
2019-08-28,622.0,625.0,607.05,613.0,614.08,10132.0,346.0,6221869.0,3363.0,33.19,17.95,-9.0,BOM500008
2019-08-27,620.0,629.15,620.0,622.65,625.27,9031.0,278.0,5646821.0,2015.0,22.31,9.15,2.65,BOM500008
2019-08-26,625.0,626.2,612.0,618.7,619.36,8505.0,262.0,5267696.0,1062.0,12.49,14.2,-6.3,BOM500008
2019-08-23,601.55,618.8,590.45,616.9,607.32,14193.0,552.0,8619712.0,3686.0,25.97,28.35,15.35,BOM500008
