,Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,stockname
58,2019-10-04,1.01,1.05,0.95,0.95,0.97,30079.0,60.0,29194.0,25368.0,84.34,0.1,-0.06,BOM500014
59,2019-10-03,1.1,1.1,1.0,1.0,1.02,29282.0,75.0,29724.0,23918.0,81.68,0.1,-0.1,BOM500014
60,2019-10-01,1.1,1.15,1.05,1.05,1.07,12279.0,45.0,13168.0,9499.0,77.36,0.1,-0.05,BOM500014
61,2019-09-30,1.09,1.19,1.09,1.1,1.13,5599.0,27.0,6325.0,3794.0,67.76,0.1,0.01,BOM500014
62,2019-09-27,1.23,1.23,1.13,1.14,1.15,11645.0,25.0,13408.0,11042.0,94.82,0.1,-0.09,BOM500014
63,2019-09-26,1.16,1.21,1.11,1.18,1.17,32004.0,62.0,37598.0,24120.0,75.37,0.1,0.02,BOM500014
64,2019-09-25,1.28,1.28,1.16,1.16,1.19,5391.0,35.0,6412.0,4469.0,82.9,0.12,-0.12,BOM500014
65,2019-09-24,1.22,1.34,1.22,1.22,1.22,2441.0,15.0,2988.0,2441.0,100.0,0.12,0.0,BOM500014
66,2019-09-23,1.34,1.34,1.28,1.28,1.28,1729.0,19.0,2221.0,1629.0,94.22,0.06,-0.06,BOM500014
67,2019-09-20,1.34,1.34,1.28,1.29,1.31,4257.0,13.0,5581.0,4257.0,100.0,0.06,-0.05,BOM500014
68,2019-09-19,1.34,1.4,1.32,1.34,1.34,3602.0,21.0,4831.0,3592.0,99.72,0.08,0.0,BOM500014
69,2019-09-18,1.3,1.34,1.3,1.34,1.33,949.0,16.0,1262.0,932.0,98.21,0.04,0.04,BOM500014
70,2019-09-17,1.36,1.36,1.28,1.28,1.31,2168.0,17.0,2849.0,2168.0,100.0,0.08,-0.08,BOM500014
71,2019-09-16,1.28,1.34,1.25,1.34,1.27,417.0,8.0,531.0,417.0,100.0,0.09,0.06,BOM500014
72,2019-09-13,1.28,1.28,1.22,1.28,1.26,5149.0,26.0,6506.0,5149.0,100.0,0.06,0.0,BOM500014
73,2019-09-12,1.22,1.22,1.22,1.22,1.22,1221.0,5.0,1489.0,1221.0,100.0,0.0,0.0,BOM500014
74,2019-09-11,1.17,1.17,1.17,1.17,1.17,3053.0,7.0,3572.0,3053.0,100.0,0.0,0.0,BOM500014
75,2019-09-09,1.03,1.12,1.03,1.12,1.03,72631.0,11.0,74853.0,72631.0,100.0,0.09,0.09,BOM500014
76,2019-09-06,1.07,1.07,1.05,1.07,1.07,1594.0,11.0,1699.0,1594.0,100.0,0.02,0.0,BOM500014
77,2019-09-05,1.05,1.09,1.05,1.09,1.07,406.0,3.0,436.0,406.0,100.0,0.04,0.04,BOM500014
78,2019-09-04,1.08,1.09,1.05,1.09,1.08,1098.0,8.0,1186.0,1098.0,100.0,0.04,0.01,BOM500014
79,2019-09-03,1.05,1.05,1.04,1.04,1.04,3302.0,18.0,3442.0,3302.0,100.0,0.01,-0.01,BOM500014
80,2019-08-30,1.07,1.09,1.07,1.09,1.07,2205.0,7.0,2363.0,2205.0,100.0,0.02,0.02,BOM500014
81,2019-08-29,1.12,1.12,1.07,1.09,1.07,6362.0,12.0,6812.0,6362.0,100.0,0.05,-0.03,BOM500014
82,2019-08-28,1.12,1.12,1.12,1.12,1.12,3711.0,8.0,4156.0,3711.0,100.0,0.0,0.0,BOM500014
83,2019-08-27,1.14,1.15,1.14,1.15,1.15,5952.0,11.0,6835.0,5952.0,100.0,0.01,0.01,BOM500014
84,2019-08-26,1.25,1.25,1.19,1.19,1.25,544.0,6.0,678.0,544.0,100.0,0.06,-0.06,BOM500014
85,2019-08-23,1.25,1.25,1.25,1.25,1.25,316.0,6.0,395.0,316.0,100.0,0.0,0.0,BOM500014
86,2019-08-22,1.26,1.27,1.25,1.25,1.25,76.0,9.0,95.0,76.0,100.0,0.02,-0.01,BOM500014
87,2019-08-21,1.27,1.39,1.27,1.27,1.29,6850.0,14.0,8819.0,6850.0,100.0,0.12,0.0,BOM500014
88,2019-08-20,1.33,1.33,1.33,1.33,1.27,15.0,2.0,19.0,15.0,100.0,0.0,0.0,BOM500014
89,2019-08-19,1.4,1.4,1.4,1.4,1.4,163.0,6.0,228.0,163.0,100.0,0.0,0.0,BOM500014
90,2019-08-16,1.43,1.45,1.4,1.4,1.43,5698.0,19.0,8157.0,5698.0,100.0,0.05,-0.03,BOM500014
91,2019-08-14,1.43,1.43,1.43,1.43,1.43,710.0,4.0,1015.0,710.0,100.0,0.0,0.0,BOM500014
92,2019-08-13,1.45,1.45,1.43,1.43,1.45,288.0,10.0,417.0,288.0,100.0,0.02,-0.02,BOM500014
93,2019-08-09,1.39,1.45,1.39,1.45,1.45,8271.0,32.0,11985.0,8271.0,100.0,0.06,0.06,BOM500014
94,2019-08-08,1.33,1.39,1.33,1.39,1.38,634.0,4.0,875.0,634.0,100.0,0.06,0.06,BOM500014
95,2019-08-07,1.33,1.33,1.33,1.33,1.33,192.0,7.0,255.0,192.0,100.0,0.0,0.0,BOM500014
96,2019-08-06,1.33,1.33,1.33,1.33,1.33,544.0,4.0,723.0,544.0,100.0,0.0,0.0,BOM500014
97,2019-08-05,1.33,1.33,1.21,1.33,1.3,1362.0,14.0,1769.0,1362.0,100.0,0.12,0.0,BOM500014
98,2019-08-02,1.21,1.27,1.21,1.27,1.27,2992.0,18.0,3799.0,2992.0,100.0,0.06,0.06,BOM500014
99,2019-08-01,1.16,1.21,1.16,1.21,1.16,1023.0,5.0,1187.0,1023.0,100.0,0.05,0.05,BOM500014
100,2019-07-31,1.2,1.2,1.16,1.16,1.16,1421.0,8.0,1649.0,1421.0,100.0,0.04,-0.04,BOM500014
101,2019-07-30,1.2,1.21,1.14,1.21,1.19,750.0,7.0,895.0,750.0,100.0,0.07,0.01,BOM500014
102,2019-07-29,1.26,1.26,1.2,1.2,1.2,2115.0,9.0,2538.0,2115.0,100.0,0.06,-0.06,BOM500014
103,2019-07-26,1.36,1.36,1.25,1.26,1.28,3459.0,23.0,4442.0,3459.0,100.0,0.11,-0.1,BOM500014
104,2019-07-25,1.33,1.33,1.3,1.3,1.33,98.0,5.0,130.0,98.0,100.0,0.03,-0.03,BOM500014
105,2019-07-24,1.33,1.33,1.33,1.33,1.29,14.0,2.0,18.0,14.0,100.0,0.0,0.0,BOM500014
106,2019-07-23,1.33,1.33,1.33,1.33,1.3,27.0,4.0,35.0,27.0,100.0,0.0,0.0,BOM500014
107,2019-07-22,1.35,1.39,1.33,1.33,1.35,1253.0,9.0,1686.0,1253.0,100.0,0.06,-0.02,BOM500014
108,2019-07-19,1.35,1.35,1.33,1.33,1.32,57.0,5.0,75.0,57.0,100.0,0.02,-0.02,BOM500014
109,2019-07-18,1.35,1.35,1.35,1.35,1.35,840.0,4.0,1134.0,840.0,100.0,0.0,0.0,BOM500014
110,2019-07-17,1.36,1.36,1.35,1.35,1.35,2027.0,13.0,2737.0,2027.0,100.0,0.01,-0.01,BOM500014
111,2019-07-16,1.38,1.38,1.3,1.36,1.37,2094.0,10.0,2865.0,2094.0,100.0,0.08,-0.02,BOM500014
112,2019-07-15,1.35,1.36,1.3,1.36,1.34,3848.0,10.0,5152.0,3848.0,100.0,0.06,0.01,BOM500014
113,2019-07-12,1.48,1.48,1.34,1.36,1.37,9690.0,25.0,13290.0,9690.0,100.0,0.14,-0.12,BOM500014
114,2019-07-11,1.41,1.41,1.41,1.41,1.41,130.0,3.0,183.0,130.0,100.0,0.0,0.0,BOM500014
115,2019-07-10,1.41,1.41,1.41,1.41,1.4,117.0,3.0,164.0,117.0,100.0,0.0,0.0,BOM500014
116,2019-07-09,1.41,1.41,1.41,1.41,1.41,361.0,2.0,509.0,361.0,100.0,0.0,0.0,BOM500014
117,2019-07-08,1.41,1.41,1.41,1.41,1.41,22.0,2.0,31.0,22.0,100.0,0.0,0.0,BOM500014
118,2019-07-05,1.41,1.41,1.41,1.41,1.41,710.0,4.0,1001.0,710.0,100.0,0.0,0.0,BOM500014
119,2019-07-04,1.41,1.41,1.41,1.41,1.41,2718.0,8.0,3832.0,2718.0,100.0,0.0,0.0,BOM500014
120,2019-07-03,1.4,1.4,1.38,1.38,1.38,180.0,8.0,248.0,180.0,100.0,0.02,-0.02,BOM500014
121,2019-07-02,1.45,1.45,1.38,1.38,1.38,201.0,5.0,277.0,201.0,100.0,0.07,-0.07,BOM500014
122,2019-07-01,1.45,1.45,1.45,1.45,1.45,1050.0,4.0,1522.0,1050.0,100.0,0.0,0.0,BOM500014
123,2019-06-28,1.45,1.5,1.45,1.45,1.46,1298.0,20.0,1896.0,1298.0,100.0,0.05,0.0,BOM500014
124,2019-06-27,1.4,1.43,1.37,1.43,1.41,1896.0,15.0,2674.0,1896.0,100.0,0.06,0.03,BOM500014
125,2019-06-26,1.44,1.44,1.37,1.37,1.37,4915.0,6.0,6733.0,4915.0,100.0,0.07,-0.07,BOM500014
126,2019-06-25,1.38,1.44,1.33,1.44,1.4,3305.0,17.0,4632.0,3305.0,100.0,0.11,0.06,BOM500014
127,2019-06-24,1.4,1.45,1.36,1.38,1.41,395.0,10.0,556.0,395.0,100.0,0.09,-0.02,BOM500014
128,2019-06-21,1.43,1.43,1.37,1.43,1.43,3957.0,12.0,5643.0,3957.0,100.0,0.06,0.0,BOM500014
129,2019-06-20,1.35,1.37,1.35,1.37,1.37,2943.0,10.0,4027.0,2943.0,100.0,0.02,0.02,BOM500014
130,2019-06-19,1.48,1.48,1.41,1.41,1.44,7797.0,13.0,11266.0,7797.0,100.0,0.07,-0.07,BOM500014
131,2019-06-18,1.5,1.5,1.46,1.48,1.49,725.0,9.0,1079.0,725.0,100.0,0.04,-0.02,BOM500014
132,2019-06-17,1.5,1.5,1.48,1.48,1.5,2129.0,10.0,3188.0,2129.0,100.0,0.02,-0.02,BOM500014
133,2019-06-14,1.55,1.55,1.5,1.55,1.51,11474.0,12.0,17274.0,11474.0,100.0,0.05,0.0,BOM500014
134,2019-06-13,1.64,1.64,1.5,1.55,1.63,7928.0,25.0,12909.0,7928.0,100.0,0.14,-0.09,BOM500014
135,2019-06-12,1.55,1.57,1.43,1.57,1.51,3940.0,11.0,5948.0,3940.0,100.0,0.14,0.02,BOM500014
136,2019-06-11,1.43,1.5,1.4,1.5,1.41,4481.0,10.0,6330.0,4481.0,100.0,0.1,0.07,BOM500014
137,2019-06-10,1.43,1.43,1.38,1.43,1.4,4358.0,16.0,6119.0,4358.0,100.0,0.05,0.0,BOM500014
138,2019-06-07,1.5,1.5,1.43,1.43,1.45,702.0,7.0,1018.0,702.0,100.0,0.07,-0.07,BOM500014
139,2019-06-06,1.5,1.5,1.48,1.5,1.5,4679.0,10.0,7016.0,4679.0,100.0,0.02,0.0,BOM500014
140,2019-06-04,1.61,1.61,1.53,1.55,1.56,6721.0,24.0,10485.0,6721.0,100.0,0.08,-0.06,BOM500014
141,2019-06-03,1.54,1.61,1.54,1.61,1.56,1657.0,13.0,2591.0,1657.0,100.0,0.07,0.07,BOM500014
142,2019-05-31,1.47,1.54,1.47,1.54,1.54,15107.0,13.0,23194.0,15107.0,100.0,0.07,0.07,BOM500014
143,2019-05-30,1.47,1.47,1.47,1.47,1.47,327.0,5.0,480.0,327.0,100.0,0.0,0.0,BOM500014
144,2019-05-29,1.35,1.4,1.35,1.4,1.35,2601.0,14.0,3514.0,2601.0,100.0,0.05,0.05,BOM500014
145,2019-05-28,1.42,1.42,1.42,1.42,1.42,551.0,6.0,782.0,551.0,100.0,0.0,0.0,BOM500014
146,2019-05-27,1.42,1.42,1.42,1.42,1.42,1297.0,11.0,1841.0,1297.0,100.0,0.0,0.0,BOM500014
147,2019-05-24,1.42,1.48,1.42,1.42,1.42,787.0,10.0,1118.0,787.0,100.0,0.06,0.0,BOM500014
148,2019-05-23,1.42,1.42,1.42,1.42,1.42,474.0,8.0,673.0,474.0,100.0,0.0,0.0,BOM500014
149,2019-05-22,1.36,1.36,1.36,1.36,1.36,515.0,5.0,700.0,515.0,100.0,0.0,0.0,BOM500014
150,2019-05-21,1.36,1.36,1.36,1.36,1.36,2154.0,8.0,2929.0,2154.0,100.0,0.0,0.0,BOM500014
151,2019-05-20,1.42,1.42,1.35,1.35,1.36,2886.0,14.0,3929.0,2886.0,100.0,0.07,-0.07,BOM500014
152,2019-05-17,1.31,1.37,1.31,1.37,1.35,171.0,5.0,230.0,171.0,100.0,0.06,0.06,BOM500014
153,2019-05-16,1.31,1.31,1.31,1.31,1.28,25.0,3.0,32.0,25.0,100.0,0.0,0.0,BOM500014
154,2019-05-15,1.33,1.33,1.3,1.31,1.3,141.0,4.0,184.0,141.0,100.0,0.03,-0.02,BOM500014
155,2019-05-14,1.33,1.33,1.27,1.33,1.3,1018.0,9.0,1324.0,1018.0,100.0,0.06,0.0,BOM500014
156,2019-05-13,1.27,1.33,1.21,1.33,1.28,3766.0,11.0,4804.0,3766.0,100.0,0.12,0.06,BOM500014
157,2019-05-10,1.27,1.39,1.27,1.27,1.29,7259.0,29.0,9395.0,7259.0,100.0,0.12,0.0,BOM500014
158,2019-05-09,1.33,1.33,1.33,1.33,1.33,4051.0,11.0,5387.0,4051.0,100.0,0.0,0.0,BOM500014
159,2019-05-08,1.4,1.47,1.4,1.4,1.41,1048.0,14.0,1474.0,1048.0,100.0,0.07,0.0,BOM500014
160,2019-05-07,1.47,1.61,1.47,1.47,1.54,6318.0,22.0,9752.0,6318.0,100.0,0.14,0.0,BOM500014
161,2019-05-06,1.4,1.54,1.4,1.54,1.43,4727.0,24.0,6773.0,4727.0,100.0,0.14,0.14,BOM500014
162,2019-05-03,1.54,1.61,1.47,1.47,1.55,4587.0,28.0,7113.0,4587.0,100.0,0.14,-0.07,BOM500014
163,2019-05-02,1.47,1.54,1.4,1.54,1.52,2627.0,18.0,4006.0,2627.0,100.0,0.14,0.07,BOM500014
164,2019-04-30,1.42,1.47,1.35,1.47,1.38,1846.0,15.0,2548.0,1846.0,100.0,0.12,0.05,BOM500014
165,2019-04-26,1.47,1.47,1.42,1.42,1.46,2050.0,9.0,2998.0,2050.0,100.0,0.05,-0.05,BOM500014
166,2019-04-25,1.47,1.47,1.47,1.47,1.47,610.0,3.0,896.0,610.0,100.0,0.0,0.0,BOM500014
167,2019-04-24,1.47,1.47,1.47,1.47,1.47,720.0,7.0,1058.0,720.0,100.0,0.0,0.0,BOM500014
168,2019-04-23,1.54,1.54,1.47,1.47,1.48,11502.0,10.0,16991.0,11502.0,100.0,0.07,-0.07,BOM500014
169,2019-04-22,1.54,1.54,1.54,1.54,1.54,190.0,2.0,292.0,190.0,100.0,0.0,0.0,BOM500014
170,2019-04-18,1.7,1.7,1.54,1.54,1.6,1568.0,10.0,2501.0,1568.0,100.0,0.16,-0.16,BOM500014
171,2019-04-16,1.7,1.7,1.62,1.62,1.69,2066.0,10.0,3483.0,2066.0,100.0,0.08,-0.08,BOM500014
172,2019-04-15,1.7,1.7,1.7,1.7,1.7,438.0,4.0,744.0,438.0,100.0,0.0,0.0,BOM500014
173,2019-04-12,1.7,1.7,1.62,1.7,1.69,1422.0,9.0,2406.0,1422.0,100.0,0.08,0.0,BOM500014
174,2019-04-11,1.78,1.78,1.62,1.62,1.65,2275.0,11.0,3761.0,2275.0,100.0,0.16,-0.16,BOM500014
175,2019-04-10,1.7,1.7,1.62,1.7,1.62,700.0,3.0,1134.0,700.0,100.0,0.08,0.0,BOM500014
176,2019-04-09,1.62,1.7,1.62,1.7,1.66,1055.0,8.0,1751.0,1055.0,100.0,0.08,0.08,BOM500014
177,2019-04-08,1.65,1.7,1.65,1.7,1.69,2391.0,23.0,4049.0,2391.0,100.0,0.05,0.05,BOM500014
178,2019-04-05,1.6,1.65,1.6,1.65,1.61,1382.0,14.0,2220.0,1382.0,100.0,0.05,0.05,BOM500014
179,2019-04-04,1.6,1.68,1.6,1.68,1.61,3150.0,16.0,5085.0,3150.0,100.0,0.08,0.08,BOM500014
180,2019-04-03,1.6,1.68,1.52,1.68,1.54,3664.0,13.0,5647.0,3664.0,100.0,0.16,0.08,BOM500014
181,2019-04-02,1.75,1.75,1.6,1.6,1.66,3822.0,25.0,6360.0,3822.0,100.0,0.15,-0.15,BOM500014
182,2019-04-01,1.6,1.68,1.52,1.68,1.54,5920.0,17.0,9126.0,5920.0,100.0,0.16,0.08,BOM500014
183,2019-03-29,1.68,1.68,1.6,1.6,1.6,4320.0,13.0,6914.0,4320.0,100.0,0.08,-0.08,BOM500014
184,2019-03-28,1.63,1.79,1.63,1.68,1.63,8158.0,37.0,13336.0,8158.0,100.0,0.16,0.05,BOM500014
185,2019-03-27,1.6,1.71,1.56,1.71,1.61,3809.0,19.0,6133.0,3809.0,100.0,0.15,0.11,BOM500014
186,2019-03-26,1.78,1.78,1.63,1.63,1.66,3375.0,21.0,5599.0,3375.0,100.0,0.15,-0.15,BOM500014
187,2019-03-25,1.64,1.8,1.64,1.7,1.69,519.0,26.0,878.0,519.0,100.0,0.16,0.06,BOM500014
188,2019-03-22,1.81,1.9,1.72,1.72,1.75,2787.0,34.0,4891.0,2787.0,100.0,0.18,-0.09,BOM500014
189,2019-03-20,1.9,1.9,1.81,1.81,1.81,486.0,10.0,882.0,486.0,100.0,0.09,-0.09,BOM500014
190,2019-03-19,1.8,1.9,1.8,1.9,1.85,963.0,14.0,1777.0,963.0,100.0,0.1,0.1,BOM500014
191,2019-03-18,1.89,1.89,1.89,1.89,1.83,12.0,2.0,22.0,12.0,100.0,0.0,0.0,BOM500014
192,2019-03-15,1.81,1.89,1.72,1.89,1.75,4195.0,18.0,7361.0,4195.0,100.0,0.17,0.08,BOM500014
193,2019-03-14,1.9,1.99,1.81,1.81,1.82,2541.0,20.0,4619.0,2541.0,100.0,0.18,-0.09,BOM500014
194,2019-03-13,2.0,2.0,1.9,1.9,1.98,920.0,13.0,1818.0,920.0,100.0,0.1,-0.1,BOM500014
195,2019-03-12,2.0,2.0,2.0,2.0,2.0,1787.0,10.0,3574.0,1787.0,100.0,0.0,0.0,BOM500014
196,2019-03-11,1.98,2.18,1.98,2.1,2.07,2529.0,21.0,5235.0,2529.0,100.0,0.2,0.12,BOM500014
197,2019-03-08,1.9,2.08,1.9,2.08,1.94,4060.0,12.0,7880.0,4060.0,100.0,0.18,0.18,BOM500014
198,2019-03-07,1.9,1.99,1.81,1.99,1.86,408.0,8.0,757.0,408.0,100.0,0.18,0.09,BOM500014
199,2019-03-06,1.9,1.9,1.72,1.9,1.75,2102.0,11.0,3687.0,2102.0,100.0,0.18,0.0,BOM500014
200,2019-03-05,1.73,1.81,1.65,1.81,1.67,2985.0,15.0,4990.0,2985.0,100.0,0.16,0.08,BOM500014
201,2019-03-01,1.62,1.73,1.57,1.73,1.67,4944.0,15.0,8232.0,4944.0,100.0,0.16,0.11,BOM500014
202,2019-02-28,1.62,1.65,1.62,1.65,1.62,2286.0,6.0,3706.0,2286.0,100.0,0.03,0.03,BOM500014
203,2019-02-27,1.7,1.7,1.62,1.7,1.68,4205.0,19.0,7052.0,4205.0,100.0,0.08,0.0,BOM500014
204,2019-02-26,1.62,1.7,1.62,1.7,1.69,9807.0,8.0,16575.0,9807.0,100.0,0.08,0.08,BOM500014
205,2019-02-25,1.55,1.62,1.49,1.62,1.59,1531.0,11.0,2427.0,1531.0,100.0,0.13,0.07,BOM500014
206,2019-02-22,1.41,1.55,1.41,1.55,1.55,13700.0,20.0,21221.0,13700.0,100.0,0.14,0.14,BOM500014
207,2019-02-21,1.53,1.53,1.48,1.48,1.48,198.0,4.0,293.0,198.0,100.0,0.05,-0.05,BOM500014
208,2019-02-20,1.6,1.6,1.53,1.53,1.55,2649.0,10.0,4101.0,2649.0,100.0,0.07,-0.07,BOM500014
209,2019-02-19,1.56,1.6,1.56,1.6,1.59,1500.0,8.0,2392.0,1500.0,100.0,0.04,0.04,BOM500014
