Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,stockname
2020-04-24,1610.0,1625.0,1570.0,1579.35,1600.77,283950.0,21328.0,454538221.0,123024.0,43.33,55.0,-30.65,BOM500010
2020-04-23,1689.8,1689.8,1651.75,1662.5,1661.92,453081.0,10395.0,752982241.0,60570.0,13.37,38.05,-27.3,BOM500010
2020-04-22,1665.0,1678.85,1626.0,1663.15,1659.44,158332.0,13704.0,262742018.0,67621.0,42.71,52.85,-1.85,BOM500010
2020-04-21,1675.0,1694.0,1651.35,1669.3,1677.33,96448.0,6711.0,161775516.0,20197.0,20.94,42.65,-5.7,BOM500010
2020-04-20,1714.45,1737.0,1675.0,1728.3,1708.2,324597.0,14840.0,554477742.0,103883.0,32.0,62.0,13.85,BOM500010
2020-04-17,1675.1,1737.8,1652.6,1680.4,1680.6,348764.0,14388.0,586132582.0,134678.0,38.62,85.2,5.3,BOM500010
2020-04-16,1578.5,1663.0,1577.35,1627.55,1623.53,250135.0,13662.0,406100862.0,87317.0,34.91,85.65,49.05,BOM500010
2020-04-15,1701.0,1705.95,1584.0,1594.75,1641.92,320635.0,18047.0,526455611.0,103667.0,32.33,121.95,-106.25,BOM500010
2020-04-13,1730.0,1763.55,1647.85,1654.45,1679.91,212770.0,15120.0,357433633.0,52818.0,24.82,115.7,-75.55,BOM500010
2020-04-09,1585.0,1713.05,1585.0,1701.95,1666.53,377198.0,18372.0,628611064.0,64262.0,17.04,128.05,116.95,BOM500010
2020-04-08,1541.0,1690.35,1540.0,1557.35,1616.7,377331.0,20441.0,610029606.0,34140.0,9.05,150.35,16.35,BOM500010
2020-04-07,1575.0,1577.7,1518.7,1555.2,1539.65,351175.0,15611.0,540687599.0,137658.0,39.2,59.0,-19.8,BOM500010
2020-04-03,1584.4,1584.4,1483.15,1499.4,1514.93,201240.0,15458.0,304865376.0,55810.0,27.73,101.25,-85.0,BOM500010
2020-04-01,1628.6,1690.95,1575.0,1584.4,1610.52,363687.0,12728.0,585723983.0,237993.0,65.44,115.95,-44.2,BOM500010
2020-03-31,1625.1,1666.55,1582.0,1630.45,1610.3,1153088.0,14905.0,1856814351.0,473028.0,41.02,84.55,5.35,BOM500010
2020-03-30,1689.9,1698.55,1549.0,1562.6,1616.27,290913.0,22137.0,470193546.0,161191.0,55.41,149.55,-127.3,BOM500010
2020-03-27,1775.0,1849.5,1711.0,1754.1,1790.64,366247.0,17147.0,655817915.0,118270.0,32.29,138.5,-20.9,BOM500010
2020-03-26,1678.0,1842.85,1674.4,1749.9,1759.18,274495.0,17068.0,482885800.0,55046.0,20.05,168.45,71.9,BOM500010
2020-03-25,1495.0,1651.95,1478.05,1643.55,1519.28,2187181.0,15231.0,3322939864.0,27566.0,1.26,173.9,148.55,BOM500010
