,Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,stockname
28,2019-11-19,4.9,5.0,4.76,5.0,4.87,3058.0,12.0,14907.0,2725.0,89.11,0.24,0.1,BOM500013
29,2019-11-18,4.76,4.78,4.76,4.77,4.76,4767.0,17.0,22698.0,4567.0,95.8,0.02,0.01,BOM500013
30,2019-11-15,5.01,5.2,5.01,5.01,5.03,10542.0,59.0,52979.0,9896.0,93.87,0.19,0.0,BOM500013
31,2019-11-14,5.45,5.45,5.27,5.27,5.28,9614.0,32.0,50767.0,8405.0,87.42,0.18,-0.18,BOM500013
32,2019-11-13,5.83,6.11,5.54,5.54,5.59,30129.0,93.0,168351.0,21938.0,72.81,0.57,-0.29,BOM500013
33,2019-11-11,5.83,5.83,5.37,5.83,5.81,75154.0,144.0,436788.0,56906.0,75.72,0.46,0.0,BOM500013
34,2019-11-08,5.56,5.56,5.56,5.56,5.56,3829.0,7.0,21289.0,3829.0,100.0,0.0,0.0,BOM500013
35,2019-11-07,5.3,5.3,5.3,5.3,5.3,1655.0,5.0,8771.0,1655.0,100.0,0.0,0.0,BOM500013
36,2019-11-06,4.65,5.05,4.65,5.05,5.0,14562.0,42.0,72815.0,10871.0,74.65,0.4,0.4,BOM500013
37,2019-11-05,4.77,4.83,4.7,4.81,4.78,3586.0,8.0,17139.0,3495.0,97.46,0.13,0.04,BOM500013
38,2019-11-04,4.74,4.75,4.45,4.73,4.72,20018.0,32.0,94441.0,16213.0,80.99,0.3,-0.01,BOM500013
39,2019-11-01,4.34,4.55,4.3,4.53,4.48,663.0,13.0,2972.0,485.0,73.15,0.25,0.19,BOM500013
40,2019-10-31,4.34,4.34,4.15,4.34,4.34,5993.0,28.0,25996.0,5700.0,95.11,0.19,0.0,BOM500013
41,2019-10-30,4.14,4.14,4.14,4.14,4.14,1495.0,5.0,6189.0,1495.0,100.0,0.0,0.0,BOM500013
42,2019-10-29,3.95,3.95,3.95,3.95,3.95,2102.0,4.0,8302.0,2102.0,100.0,0.0,0.0,BOM500013
43,2019-10-27,3.77,3.77,3.77,3.77,3.77,200.0,1.0,754.0,200.0,100.0,0.0,0.0,BOM500013
44,2019-10-25,4.15,4.15,3.95,3.96,4.07,2394.0,25.0,9735.0,2100.0,87.72,0.2,-0.19,BOM500013
45,2019-10-24,4.15,4.41,4.06,4.09,4.17,10885.0,24.0,45439.0,7275.0,66.84,0.35,-0.06,BOM500013
46,2019-10-23,4.13,4.2,4.13,4.2,4.15,3350.0,3.0,13918.0,3350.0,100.0,0.07,0.07,BOM500013
47,2019-10-22,4.32,4.34,4.02,4.14,4.2,6592.0,25.0,27691.0,4560.0,69.17,0.32,-0.18,BOM500013
48,2019-10-18,4.3,4.33,4.11,4.14,4.23,14833.0,29.0,62767.0,4459.0,30.06,0.22,-0.16,BOM500013
49,2019-10-17,4.39,4.39,4.1,4.15,4.27,3163.0,29.0,13518.0,2862.0,90.48,0.29,-0.24,BOM500013
50,2019-10-16,3.96,4.32,3.96,4.25,4.19,8685.0,24.0,36395.0,8174.0,94.12,0.36,0.29,BOM500013
51,2019-10-15,4.0,4.15,3.95,4.14,4.0,4799.0,8.0,19206.0,4000.0,83.35,0.2,0.14,BOM500013
52,2019-10-14,4.16,4.16,3.83,4.12,3.98,10400.0,20.0,41440.0,4942.0,47.52,0.33,-0.04,BOM500013
53,2019-10-11,3.9,4.2,3.85,4.0,3.92,2298.0,21.0,9001.0,1671.0,72.72,0.35,0.1,BOM500013
54,2019-10-10,3.97,4.1,3.85,4.05,3.97,5934.0,19.0,23579.0,5403.0,91.05,0.25,0.08,BOM500013
55,2019-10-09,4.35,4.35,3.96,4.0,4.0,20095.0,65.0,80317.0,14426.0,71.79,0.39,-0.35,BOM500013
56,2019-10-07,4.3,4.53,4.11,4.16,4.26,34787.0,62.0,148132.0,14269.0,41.02,0.42,-0.14,BOM500013
57,2019-10-04,4.32,4.65,4.32,4.32,4.33,14120.0,58.0,61073.0,12453.0,88.19,0.33,0.0,BOM500013
58,2019-10-03,4.54,4.54,4.54,4.54,4.54,6524.0,14.0,29618.0,6524.0,100.0,0.0,0.0,BOM500013
59,2019-10-01,4.77,4.77,4.77,4.77,4.77,26208.0,25.0,125012.0,25969.0,99.09,0.0,0.0,BOM500013
60,2019-09-30,5.1,5.41,5.02,5.02,5.05,47896.0,39.0,241718.0,44083.0,92.04,0.39,-0.08,BOM500013
61,2019-09-27,5.31,5.31,5.01,5.28,5.28,32723.0,74.0,172680.0,19922.0,60.88,0.3,-0.03,BOM500013
62,2019-09-26,5.3,5.48,5.02,5.06,5.14,12505.0,43.0,64314.0,8856.0,70.82,0.46,-0.24,BOM500013
63,2019-09-25,5.34,5.54,5.23,5.28,5.29,30057.0,58.0,159100.0,20119.0,66.94,0.31,-0.06,BOM500013
64,2019-09-24,5.55,5.68,5.4,5.5,5.58,22342.0,52.0,124651.0,9555.0,42.77,0.28,-0.05,BOM500013
65,2019-09-23,5.48,5.63,5.21,5.41,5.39,47895.0,96.0,258186.0,41960.0,87.61,0.42,-0.07,BOM500013
66,2019-09-20,5.35,5.37,5.05,5.37,5.3,25142.0,71.0,133291.0,13757.0,54.72,0.32,0.02,BOM500013
67,2019-09-19,5.64,5.64,5.12,5.12,5.23,21480.0,243.0,112399.0,13970.0,65.04,0.52,-0.52,BOM500013
68,2019-09-18,4.9,5.38,4.9,5.38,5.33,15183.0,56.0,80987.0,12685.0,83.55,0.48,0.48,BOM500013
69,2019-09-17,5.64,5.65,5.13,5.13,5.43,62350.0,196.0,338770.0,36344.0,58.29,0.52,-0.51,BOM500013
70,2019-09-16,5.35,5.39,5.12,5.39,5.36,16387.0,28.0,87866.0,14178.0,86.52,0.27,0.04,BOM500013
71,2019-09-13,5.24,5.24,5.11,5.14,5.14,29926.0,82.0,153942.0,19383.0,64.77,0.13,-0.1,BOM500013
72,2019-09-12,5.02,5.02,4.91,5.02,5.01,22994.0,57.0,115298.0,20463.0,88.99,0.11,0.0,BOM500013
73,2019-09-11,4.61,4.79,4.61,4.79,4.76,15711.0,42.0,74841.0,13346.0,84.95,0.18,0.18,BOM500013
74,2019-09-09,4.6,4.6,4.3,4.57,4.56,20252.0,86.0,92276.0,13114.0,64.75,0.3,-0.03,BOM500013
75,2019-09-06,4.19,4.39,4.15,4.39,4.33,12465.0,137.0,53933.0,5811.0,46.62,0.24,0.2,BOM500013
76,2019-09-05,4.1,4.22,3.93,4.19,4.18,24028.0,51.0,100402.0,13875.0,57.75,0.29,0.09,BOM500013
77,2019-09-04,4.21,4.21,4.0,4.02,4.02,8780.0,26.0,35294.0,7992.0,91.02,0.21,-0.19,BOM500013
78,2019-09-03,4.18,4.18,3.93,4.01,4.04,1128.0,18.0,4557.0,1048.0,92.91,0.25,-0.17,BOM500013
79,2019-08-30,4.25,4.25,3.95,3.99,4.03,550.0,10.0,2216.0,460.0,83.64,0.3,-0.26,BOM500013
80,2019-08-29,4.21,4.38,4.05,4.06,4.12,16493.0,87.0,68013.0,13671.0,82.89,0.33,-0.15,BOM500013
81,2019-08-28,4.23,4.23,3.86,4.18,4.17,18514.0,67.0,77160.0,12002.0,64.83,0.37,-0.05,BOM500013
82,2019-08-27,3.8,4.03,3.71,4.03,3.99,21493.0,58.0,85823.0,21432.0,99.72,0.32,0.23,BOM500013
83,2019-08-26,3.95,4.1,3.8,3.84,3.86,6640.0,39.0,25603.0,5655.0,85.17,0.3,-0.11,BOM500013
84,2019-08-23,3.8,3.99,3.75,3.95,3.95,15431.0,31.0,60898.0,12215.0,79.16,0.24,0.15,BOM500013
85,2019-08-22,3.82,3.95,3.8,3.8,3.81,3203.0,16.0,12207.0,3100.0,96.78,0.15,-0.02,BOM500013
86,2019-08-21,4.0,4.0,3.83,3.85,3.91,3726.0,21.0,14573.0,2970.0,79.71,0.17,-0.15,BOM500013
87,2019-08-20,4.16,4.16,3.92,4.03,4.06,6257.0,17.0,25430.0,5654.0,90.36,0.24,-0.13,BOM500013
88,2019-08-19,4.05,4.16,3.86,4.03,3.99,8873.0,21.0,35377.0,8389.0,94.55,0.3,-0.02,BOM500013
89,2019-08-16,3.9,4.08,3.86,4.05,4.01,14117.0,69.0,56543.0,9470.0,67.08,0.22,0.15,BOM500013
90,2019-08-14,4.29,4.3,3.9,3.91,4.16,25221.0,96.0,104857.0,16302.0,64.64,0.4,-0.38,BOM500013
91,2019-08-13,3.86,4.12,3.86,4.1,4.08,41323.0,47.0,168633.0,14537.0,35.18,0.26,0.24,BOM500013
92,2019-08-09,3.99,4.0,3.9,3.93,3.96,29467.0,59.0,116764.0,27010.0,91.66,0.1,-0.06,BOM500013
93,2019-08-08,3.79,3.9,3.69,3.81,3.79,11351.0,37.0,43042.0,10851.0,95.6,0.21,0.02,BOM500013
94,2019-08-07,4.1,4.12,3.83,3.88,4.0,17844.0,58.0,71424.0,17502.0,98.08,0.29,-0.22,BOM500013
95,2019-08-06,4.05,4.2,3.91,4.03,4.08,16156.0,122.0,65859.0,11305.0,69.97,0.29,-0.02,BOM500013
96,2019-08-05,4.15,4.2,3.94,4.0,4.01,10486.0,33.0,42035.0,8927.0,85.13,0.26,-0.15,BOM500013
97,2019-08-02,3.85,4.19,3.85,4.14,4.03,12186.0,55.0,49162.0,11682.0,95.86,0.34,0.29,BOM500013
98,2019-08-01,4.05,4.2,4.05,4.05,4.13,5868.0,39.0,24220.0,5217.0,88.91,0.15,0.0,BOM500013
99,2019-07-31,4.26,4.34,4.26,4.26,4.27,5460.0,15.0,23303.0,5460.0,100.0,0.08,0.0,BOM500013
100,2019-07-30,4.64,4.64,4.48,4.48,4.49,3530.0,10.0,15833.0,3401.0,96.35,0.16,-0.16,BOM500013
101,2019-07-29,4.73,4.8,4.71,4.71,4.71,5404.0,9.0,25462.0,4402.0,81.46,0.09,-0.02,BOM500013
102,2019-07-26,4.74,4.95,4.69,4.95,4.76,10252.0,32.0,48769.0,8825.0,86.08,0.26,0.21,BOM500013
103,2019-07-25,4.56,4.74,4.56,4.74,4.73,203.0,5.0,960.0,112.0,55.17,0.18,0.18,BOM500013
104,2019-07-24,4.72,4.83,4.57,4.61,4.63,6227.0,26.0,28829.0,3584.0,57.56,0.26,-0.11,BOM500013
105,2019-07-23,4.77,4.99,4.77,4.81,4.8,1271.0,6.0,6098.0,1231.0,96.85,0.22,0.04,BOM500013
106,2019-07-22,4.75,5.08,4.75,5.01,5.03,11996.0,62.0,60377.0,9848.0,82.09,0.33,0.26,BOM500013
107,2019-07-19,5.0,5.0,4.66,4.84,4.79,9670.0,51.0,46292.0,7088.0,73.3,0.34,-0.16,BOM500013
108,2019-07-18,4.92,5.02,4.85,4.89,4.91,4987.0,28.0,24464.0,3231.0,64.79,0.17,-0.03,BOM500013
109,2019-07-17,4.8,5.08,4.8,4.97,5.02,8261.0,34.0,41475.0,7210.0,87.28,0.28,0.17,BOM500013
110,2019-07-16,4.95,5.05,4.73,4.84,4.83,12252.0,84.0,59119.0,10114.0,82.55,0.32,-0.11,BOM500013
111,2019-07-15,5.1,5.11,4.91,4.97,5.01,5589.0,31.0,27996.0,3123.0,55.88,0.2,-0.13,BOM500013
112,2019-07-12,5.1,5.2,5.01,5.14,5.09,5380.0,24.0,27374.0,3335.0,61.99,0.19,0.04,BOM500013
113,2019-07-11,5.01,5.1,4.95,4.97,5.01,10052.0,28.0,50367.0,7018.0,69.82,0.15,-0.04,BOM500013
114,2019-07-10,5.16,5.27,4.99,5.04,5.07,4309.0,23.0,21853.0,3636.0,84.38,0.28,-0.12,BOM500013
115,2019-07-09,5.32,5.39,5.15,5.16,5.17,4869.0,26.0,25166.0,3532.0,72.54,0.24,-0.16,BOM500013
116,2019-07-08,5.65,5.65,5.32,5.32,5.39,3738.0,40.0,20157.0,3046.0,81.49,0.33,-0.33,BOM500013
117,2019-07-05,5.57,5.82,5.36,5.6,5.76,17302.0,92.0,99707.0,12837.0,74.19,0.46,0.03,BOM500013
118,2019-07-04,5.1,5.55,5.1,5.55,5.52,3567.0,18.0,19687.0,3163.0,88.67,0.45,0.45,BOM500013
119,2019-07-03,5.06,5.44,4.94,5.29,4.99,25129.0,127.0,125460.0,17763.0,70.69,0.5,0.23,BOM500013
120,2019-07-02,5.59,5.6,5.2,5.2,5.23,33416.0,60.0,174845.0,29070.0,86.99,0.4,-0.39,BOM500013
121,2019-07-01,5.7,5.7,5.45,5.47,5.56,24593.0,78.0,136663.0,18787.0,76.39,0.25,-0.23,BOM500013
122,2019-06-28,6.0,6.1,5.61,5.73,5.78,17777.0,92.0,102783.0,15351.0,86.35,0.49,-0.27,BOM500013
123,2019-06-27,5.65,5.85,5.65,5.85,5.84,36991.0,53.0,216102.0,35704.0,96.52,0.2,0.2,BOM500013
124,2019-06-26,5.33,5.58,5.33,5.58,5.55,9293.0,37.0,51621.0,7641.0,82.22,0.25,0.25,BOM500013
125,2019-06-25,5.33,5.33,5.0,5.32,5.24,47905.0,112.0,251210.0,36426.0,76.04,0.33,-0.01,BOM500013
126,2019-06-24,4.82,5.08,4.82,5.08,5.04,5033.0,24.0,25352.0,4833.0,96.03,0.26,0.26,BOM500013
127,2019-06-21,4.59,4.9,4.59,4.84,4.87,33653.0,114.0,164006.0,20561.0,61.1,0.31,0.25,BOM500013
128,2019-06-20,4.57,4.74,4.57,4.67,4.6,69828.0,341.0,321067.0,44227.0,63.34,0.17,0.1,BOM500013
129,2019-06-19,5.0,5.24,4.81,4.81,4.89,35057.0,148.0,171301.0,21432.0,61.13,0.43,-0.19,BOM500013
130,2019-06-18,5.86,5.86,5.34,5.34,5.65,7531.0,65.0,42554.0,5863.0,77.85,0.52,-0.52,BOM500013
131,2019-06-17,6.6,6.6,5.67,5.93,5.95,11389.0,57.0,67757.0,8368.0,73.47,0.93,-0.67,BOM500013
132,2019-06-14,6.05,6.06,5.91,6.06,5.97,5627.0,17.0,33581.0,5387.0,95.73,0.15,0.01,BOM500013
133,2019-06-13,6.5,6.8,5.91,6.08,6.16,21134.0,69.0,130159.0,13409.0,63.45,0.89,-0.42,BOM500013
134,2019-06-12,6.03,6.38,5.91,6.23,6.2,55606.0,144.0,344914.0,24516.0,44.09,0.47,0.2,BOM500013
135,2019-06-11,6.8,6.9,5.82,5.97,6.09,82144.0,321.0,500326.0,45105.0,54.91,1.08,-0.83,BOM500013
136,2019-06-10,8.0,8.0,6.52,6.94,6.82,66923.0,587.0,456546.0,20377.0,30.45,1.48,-1.06,BOM500013
137,2019-06-07,8.22,8.24,7.96,7.99,8.1,9472.0,52.0,76716.0,6564.0,69.3,0.28,-0.23,BOM500013
138,2019-06-06,8.46,8.8,8.12,8.21,8.44,16624.0,73.0,140300.0,8191.0,49.27,0.68,-0.25,BOM500013
139,2019-06-04,8.55,8.74,8.41,8.62,8.63,20131.0,101.0,173713.0,10248.0,50.91,0.33,0.07,BOM500013
140,2019-06-03,8.52,8.66,8.35,8.48,8.48,9502.0,53.0,80533.0,6594.0,69.4,0.31,-0.04,BOM500013
141,2019-05-31,9.2,9.2,8.5,8.6,8.67,11855.0,96.0,102774.0,9218.0,77.76,0.7,-0.6,BOM500013
142,2019-05-30,9.25,9.4,9.0,9.06,9.14,47924.0,251.0,437843.0,15939.0,33.26,0.4,-0.19,BOM500013
143,2019-05-29,8.25,8.82,7.9,8.65,8.49,24153.0,589.0,205092.0,11585.0,47.96,0.92,0.4,BOM500013
144,2019-05-28,8.65,8.65,8.3,8.37,8.46,37755.0,141.0,319268.0,31472.0,83.36,0.35,-0.28,BOM500013
145,2019-05-27,8.5,8.5,8.36,8.49,8.48,29362.0,129.0,248879.0,20780.0,70.77,0.14,-0.01,BOM500013
146,2019-05-24,8.35,8.48,8.15,8.44,8.35,36124.0,77.0,301704.0,27450.0,75.99,0.33,0.09,BOM500013
147,2019-05-23,8.75,8.75,8.0,8.23,8.23,22793.0,114.0,187484.0,10774.0,47.27,0.75,-0.52,BOM500013
148,2019-05-22,8.47,9.05,8.42,8.47,8.57,146481.0,544.0,1255687.0,68614.0,46.84,0.63,0.0,BOM500013
149,2019-05-21,8.49,8.5,8.24,8.3,8.36,35824.0,70.0,299589.0,27522.0,76.83,0.26,-0.19,BOM500013
150,2019-05-20,8.75,9.0,8.32,8.5,8.56,53535.0,179.0,458013.0,40780.0,76.17,0.68,-0.25,BOM500013
151,2019-05-17,8.25,8.5,8.17,8.23,8.29,14759.0,48.0,122343.0,13985.0,94.76,0.33,-0.02,BOM500013
152,2019-05-16,8.45,8.49,8.2,8.29,8.38,9633.0,23.0,80772.0,9183.0,95.33,0.29,-0.16,BOM500013
153,2019-05-15,8.55,8.84,8.48,8.49,8.62,7498.0,41.0,64620.0,5031.0,67.1,0.36,-0.06,BOM500013
154,2019-05-14,8.15,8.58,8.15,8.44,8.36,8607.0,48.0,71987.0,5929.0,68.89,0.43,0.29,BOM500013
155,2019-05-13,9.02,9.06,8.8,8.82,8.94,7536.0,57.0,67403.0,5318.0,70.57,0.26,-0.2,BOM500013
156,2019-05-10,9.32,9.54,9.1,9.19,9.26,22950.0,74.0,212502.0,6435.0,28.04,0.44,-0.13,BOM500013
157,2019-05-09,9.21,9.64,9.01,9.19,9.24,11213.0,60.0,103601.0,7435.0,66.31,0.63,-0.02,BOM500013
158,2019-05-08,9.25,9.5,9.25,9.31,9.34,13320.0,35.0,124431.0,12329.0,92.56,0.25,0.06,BOM500013
159,2019-05-07,9.8,9.8,9.4,9.49,9.58,5395.0,43.0,51679.0,3811.0,70.64,0.4,-0.31,BOM500013
160,2019-05-06,9.75,9.95,9.52,9.9,9.72,7290.0,37.0,70861.0,5046.0,69.22,0.43,0.15,BOM500013
161,2019-05-03,10.31,10.34,9.9,9.93,10.04,46561.0,92.0,467302.0,21011.0,45.13,0.44,-0.38,BOM500013
162,2019-05-02,10.48,10.72,10.32,10.44,10.46,3319.0,20.0,34701.0,2523.0,76.02,0.4,-0.04,BOM500013
163,2019-04-30,10.88,11.05,10.51,10.67,10.72,7046.0,30.0,75535.0,4360.0,61.88,0.54,-0.21,BOM500013
164,2019-04-26,10.94,11.1,10.71,10.99,10.91,3951.0,15.0,43094.0,2110.0,53.4,0.39,0.05,BOM500013
165,2019-04-25,11.25,11.25,10.85,10.96,11.0,10198.0,30.0,112216.0,8609.0,84.42,0.4,-0.29,BOM500013
166,2019-04-24,10.9,11.25,10.7,10.97,10.93,15228.0,56.0,166405.0,10585.0,69.51,0.55,0.07,BOM500013
167,2019-04-23,11.19,11.19,10.8,10.99,11.0,4241.0,23.0,46651.0,3359.0,79.2,0.39,-0.2,BOM500013
168,2019-04-22,11.15,11.15,10.86,11.01,11.01,11252.0,27.0,123936.0,7102.0,63.12,0.29,-0.14,BOM500013
169,2019-04-18,11.22,11.4,11.04,11.06,11.17,58786.0,69.0,656837.0,30000.0,51.03,0.36,-0.16,BOM500013
170,2019-04-16,11.15,11.65,11.15,11.43,11.43,7437.0,27.0,85010.0,3830.0,51.5,0.5,0.28,BOM500013
171,2019-04-15,11.74,12.0,11.37,11.47,11.58,5872.0,86.0,68027.0,4001.0,68.14,0.63,-0.27,BOM500013
172,2019-04-12,11.42,12.24,11.42,11.61,11.82,57464.0,216.0,678950.0,26480.0,46.08,0.82,0.19,BOM500013
173,2019-04-11,11.3,11.39,11.1,11.14,11.2,27165.0,37.0,304221.0,22649.0,83.38,0.29,-0.16,BOM500013
174,2019-04-10,11.62,11.62,11.13,11.2,11.33,14924.0,63.0,169108.0,12898.0,86.42,0.49,-0.42,BOM500013
175,2019-04-09,11.15,11.7,11.14,11.7,11.29,2488.0,16.0,28095.0,1767.0,71.02,0.56,0.55,BOM500013
176,2019-04-08,11.31,11.53,11.3,11.32,11.41,13849.0,46.0,158036.0,9593.0,69.27,0.23,0.01,BOM500013
177,2019-04-05,11.87,11.88,11.11,11.3,11.56,10546.0,59.0,121926.0,7251.0,68.76,0.77,-0.57,BOM500013
178,2019-04-04,11.94,12.11,11.61,11.68,11.86,32253.0,159.0,382510.0,12762.0,39.57,0.5,-0.26,BOM500013
179,2019-04-03,11.25,11.9,11.24,11.4,11.57,40029.0,110.0,463169.0,19115.0,47.75,0.66,0.15,BOM500013
180,2019-04-02,11.38,11.54,11.21,11.26,11.4,5980.0,24.0,68147.0,2788.0,46.62,0.33,-0.12,BOM500013
181,2019-04-01,11.48,11.55,11.2,11.21,11.32,25300.0,30.0,286297.0,24317.0,96.11,0.35,-0.27,BOM500013
182,2019-03-29,11.11,11.4,11.06,11.22,11.25,33151.0,63.0,372926.0,30589.0,92.27,0.34,0.11,BOM500013
183,2019-03-28,11.18,11.55,11.02,11.25,11.24,10680.0,86.0,120056.0,4897.0,45.85,0.53,0.07,BOM500013
184,2019-03-27,10.96,11.05,10.8,10.88,10.96,11487.0,49.0,125940.0,9369.0,81.56,0.25,-0.08,BOM500013
185,2019-03-26,10.95,11.39,10.88,11.07,11.09,17881.0,78.0,198292.0,15186.0,84.93,0.51,0.12,BOM500013
186,2019-03-25,11.24,11.24,10.83,11.08,11.04,69337.0,63.0,765681.0,66984.0,96.61,0.41,-0.16,BOM500013
187,2019-03-22,11.21,11.36,10.96,11.2,11.23,41446.0,45.0,465254.0,39625.0,95.61,0.4,-0.01,BOM500013
188,2019-03-20,11.5,11.6,11.26,11.29,11.42,14933.0,60.0,170506.0,9057.0,60.65,0.34,-0.21,BOM500013
189,2019-03-19,11.99,11.99,11.43,11.56,11.79,47599.0,135.0,561194.0,19892.0,41.79,0.56,-0.43,BOM500013
190,2019-03-18,11.4,11.65,11.27,11.42,11.4,7306.0,38.0,83323.0,5592.0,76.54,0.38,0.02,BOM500013
191,2019-03-15,11.7,11.75,11.5,11.56,11.58,21000.0,77.0,243117.0,14735.0,70.17,0.25,-0.14,BOM500013
192,2019-03-14,12.0,12.25,11.61,11.76,11.87,43936.0,203.0,521644.0,17257.0,39.28,0.64,-0.24,BOM500013
193,2019-03-13,11.73,11.73,11.43,11.48,11.6,7500.0,42.0,86988.0,5275.0,70.33,0.3,-0.25,BOM500013
194,2019-03-12,11.4,12.1,11.4,11.67,11.57,123078.0,130.0,1424065.0,110592.0,89.86,0.7,0.27,BOM500013
195,2019-03-11,11.33,11.36,11.06,11.29,11.25,6961.0,32.0,78299.0,4550.0,65.36,0.3,-0.04,BOM500013
196,2019-03-08,11.21,11.4,11.15,11.32,11.25,712837.0,50.0,8019935.0,705198.0,98.93,0.25,0.11,BOM500013
197,2019-03-07,11.65,11.65,11.2,11.33,11.36,15334.0,89.0,174253.0,7676.0,50.06,0.45,-0.32,BOM500013
198,2019-03-06,11.85,12.35,11.43,11.6,11.84,33453.0,166.0,395980.0,13062.0,39.05,0.92,-0.25,BOM500013
199,2019-03-05,11.0,11.95,10.88,11.9,11.52,18074.0,95.0,208145.0,13040.0,72.15,1.07,0.9,BOM500013
200,2019-03-01,11.25,11.3,10.75,11.13,11.11,15871.0,86.0,176264.0,10496.0,66.13,0.55,-0.12,BOM500013
201,2019-02-28,11.3,11.3,10.9,11.06,11.09,11384.0,76.0,126256.0,5390.0,47.35,0.4,-0.24,BOM500013
202,2019-02-27,11.0,11.65,11.0,11.37,11.33,20835.0,115.0,236076.0,10301.0,49.44,0.65,0.37,BOM500013
203,2019-02-26,11.2,11.47,10.5,11.15,11.13,28785.0,205.0,320338.0,15436.0,53.63,0.97,-0.05,BOM500013
204,2019-02-25,13.21,13.5,12.0,12.08,12.62,98188.0,510.0,1239196.0,44371.0,45.19,1.5,-1.13,BOM500013
205,2019-02-22,11.35,12.15,11.35,11.93,11.65,133818.0,648.0,1558841.0,41040.0,30.67,0.8,0.58,BOM500013
206,2019-02-21,10.55,11.2,10.16,10.84,10.81,40130.0,164.0,433859.0,27393.0,68.26,1.04,0.29,BOM500013
207,2019-02-20,11.2,11.5,9.4,10.43,10.77,56322.0,249.0,606842.0,26100.0,46.34,2.1,-0.77,BOM500013
